%
@relation cancer
@attribute BR_BR8T real
@attribute BR_BR10T real
@attribute BR_BR14T real
@attribute BR_BR16T real
@attribute BR_BR17T real
@attribute BR_BR20T real
@attribute BR_BR6T real
@attribute BR_BR15T real
@attribute BR_BR21T real
@attribute BR_BR29T real
@attribute BR_BR31T real
@attribute BR_BR32T real
@attribute BR_U1 real
@attribute BR_U16 real
@attribute BR_UX7 real
@attribute BR_UX8 real
@attribute BR_UX19 real
@attribute BR_B24T real
@attribute BR_B46T real
@attribute BR_B30T real
@attribute BR_B34T real
@attribute BR_B36T real
@attribute BR_B37T real
@attribute BR_B38T real
@attribute BR_B39T real
@attribute BR_B41T real
@attribute PR_PR29T real
@attribute PR_PR13BT real
@attribute PR_PR8T real
@attribute PR_PR21T real
@attribute PR_PR27T real
@attribute PR_PR9T real
@attribute PR_PR7T real
@attribute PR_PR19T real
@attribute PR_PR5T real
@attribute PR_PR24T real
@attribute PR_U40 real
@attribute PR_U41 real
@attribute PR_PR4 real
@attribute PR_PR3 real
@attribute PR_PR1 real
@attribute PR_PR10 real
@attribute PR_PR22 real
@attribute PR_PR12 real
@attribute PR_PR31 real
@attribute PR_PR30 real
@attribute PR_PR26 real
@attribute PR_PR16 real
@attribute PR_PR23 real
@attribute PR_PR6 real
@attribute PR_PR11 real
@attribute PR_PR17 real
@attribute LU_A_LU_A31T real
@attribute LU_A_LU_A34T real
@attribute LU_A_LU_A39T real
@attribute LU_A_LU_A8T real
@attribute LU_A_LU_A20T real
@attribute LU_A_LU_A5T real
@attribute LU_A_LU_A6T real
@attribute LU_A_LU_A17T real
@attribute LU_A_LU_A18T real
@attribute LU_S_LU_S19T real
@attribute LU_S_LU_S24T real
@attribute LU_S_LU_S25T real
@attribute LU_S_LU_S12T real
@attribute LU_S_LU_S13T real
@attribute LU_S_LU_S14T real
@attribute LU_S_LU_S11T real
@attribute LU_S_LU_S7T real
@attribute LUA_U17 real
@attribute LUA_UX4 real
@attribute LUA_LU40T real
@attribute LUA_LU44T real
@attribute LUA_LU33T real
@attribute LUS_U2 real
@attribute LUS_U19 real
@attribute LUS_LU41T real
@attribute LUS_LU30T real
@attribute LUS_LU26T real
@attribute LUS_LU36T real
@attribute CO_CO7T real
@attribute CO_CO9T real
@attribute CO_CO42T real
@attribute CO_CO15T real
@attribute CO_CO40T real
@attribute CO_CO27T real
@attribute CO_CO30T real
@attribute CO_CO32T real
@attribute CO_CO20T real
@attribute CO_CO24T real
@attribute CO_CO8T real
@attribute CO_U6 real
@attribute CO_U12 real
@attribute CO_CO14T real
@attribute CO_CO21T real
@attribute CO_CO23T real
@attribute CO_CO5T real
@attribute CO_CO43T real
@attribute CO_CO44T real
@attribute CO_CO49T real
@attribute CO_CO51T real
@attribute CO_CO56T real
@attribute CO_CO61T real
@attribute class_label real
@data
221.995,216.305,205.22,290.25,127.005,32.475,97.135,181.55,94.6,177.985,116.07,155.225,201.66,70.97,172.515,180.885,119.67,241.765,163.8,111.56,162.855,100.445,159.05,162.015,264.345,107.05,39.73,30.14,106.76,23.11,115.935,182.495,95.3,91.84,82.42,104.185,60.08,71.605,84.73,118.46,63.5,191.545,37.965,63,20,83.86,153.87,67.81,38.43,81.33,64.59,60.08,194.01,169.47,142.49,151.59,226.545,209.215,376.37,119.595,367.38,146.775,161.96,112.615,121.305,215.745,189.39,73.315,218.655,99.575,214.29,328.98,164.77,246.02,305.555,197.42,83.41,169.675,225.935,285.865,109.745,184.015,79.47,111.11,100.89,88.63,100.875,53.75,239.17,205.505,162.545,84.66,128.155,180.055,85.2,158.605,154.295,95.765,168.75,86.385,49.985,79.81,117.59,0
1329.84,1509.74,1703.2,2034.95,2945.53,1032.85,1904.05,2282.33,2139.94,2519.77,1019.77,2599.11,1065.34,621.23,1068.22,2605.36,2508.36,1956.79,1005.78,828.39,1838.53,1886.86,890.69,2500.13,1165.15,791.77,2182.74,2870.92,2351.58,3054.79,2465.28,2754.55,2374.09,2179.89,2612.88,3422.16,2142.33,1504.06,3121.2,3256.9,2362,2604.02,2211.11,3197.72,2633.75,1745.42,1514.23,2006.27,2403.73,2224.66,2339.13,2142.33,2645.2,1695.7,2500.79,3665.81,2020.8,3098.29,1316.32,1847.77,686.3,2899.5,1600.59,1799.87,1899.54,1201.67,2097.67,1560.35,863.51,1795.84,2079.63,4990.53,2129.86,2853.86,1016.07,1303.93,1463.63,1157.61,1562.5,2172.55,1967.39,2085.85,2002.41,1172.27,2266.25,995.01,1702.32,2107.14,1401.08,1483,1512.46,1738.12,2385.04,1474.67,2326.73,965.77,1822.97,2428.96,2589.34,1848.78,1747.62,1565.48,1715.62,2
60.2,20,20,20,97.62,20,132.02,20,20,63.81,20,27.23,20,301.63,20,20,20,20,51.94,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,80.54,199.49,20,20,81.48,20,20,20,20,20,20,171.81,20,20,174.72,20,33.81,20,20,20,20,20,21.85,20,169.84,20,20,20,20,20,20,20,20,20,20,219.27,35.5,20,20,20,20,20,20,20,20,20,20,20,20,0
49.45,51.46,93.19,37.35,26.9,146.92,46.15,74.56,26.03,72.76,20,30.5,20,79.58,45.81,28.78,55.39,90.66,61.92,33.14,61.07,33.48,37.74,33.6,132.43,20,25.89,95.66,81.52,47.19,107.31,43.35,38.75,99.76,25.51,64.93,20,45.93,55.46,32.99,48,89.23,245.68,61.83,37.8,36.96,48,33.25,35.66,42.1,72.1,20,162.72,59.52,36.14,73.08,49.34,89.52,83.42,101.65,69.22,40.08,28.58,20,20,79.98,90.99,20,23.23,20,35.99,46.85,95.02,283.05,20,44.42,20,30.12,20,101.98,46.32,51.56,20,44.14,25.84,63.86,20,24.88,20,30.72,20,20,20,20,20,20,25.79,20,29.55,20,20,20,20,2
181.68,130.83,191.34,323.33,178.31,69.08,52.59,108.06,75.92,20,95.34,20,128.33,160.44,201.75,20.56,22.99,210.47,92.89,32.03,250.71,192.25,98.13,279.6,198.13,211.07,88.23,91.64,140.73,104.87,111.14,158.3,158.13,151.98,159.93,158.94,73.27,147.7,134.54,132.96,80,167.78,116.85,101.09,93.56,155.4,54.58,102.37,142.64,108.12,157.59,73.27,63.63,71.62,79.5,180.72,100.69,251.06,297.8,156.72,227.45,81.15,111.47,169.17,137.3,223.15,196.81,65.39,206.03,147.85,176.66,139.57,144.55,208.99,173.55,233.94,119.16,96.38,243.95,232.81,144.99,162.78,96.69,115.99,152.08,167.74,125.75,81.62,134.7,294.48,127.98,213.19,76.31,124.28,177.25,117.19,198.05,80.54,172.56,131.78,104.78,79.81,140.55,1
3647.66,537.26,2735.23,2332.67,2569,2868.3,2886.13,3322.99,1962.07,2519.77,634.25,1635.06,1967.71,951.1,3589.66,931.15,2914.93,1598.46,3975.17,746.66,3418.86,1759.42,2176.03,1717.69,4357.77,373.67,653.1,747.19,550.29,777.07,1729.44,1856.19,1381.31,1345.41,658.37,802.48,730.72,689.89,1192.4,900.7,666,2665.12,938.77,1082.59,742.78,719.2,447.97,909.95,844.29,997.03,1434.79,730.72,6340.76,1838.95,3123.41,5455.26,2249.36,12049.68,4781.23,8274.2,3758.85,2444.64,1397.65,864.53,1460.79,1608.48,2777.11,981.78,1941.14,713.37,1830.99,3046.56,2582.72,6111.49,1746.04,1771.8,2494.32,1616.44,1452.36,5531.82,1017.93,828.07,249.71,3417.23,727.59,4360.32,977.43,1185.45,2664.28,757.39,2414.88,1001.66,1568.18,735.86,936.18,772.82,5055.32,722.89,6895.69,541.75,409.51,525.99,261.42,2
194.58,156.99,185.39,200.61,51.8,357.44,210.37,443.07,238.62,254.1,103.63,193.9,136.48,652.04,146.2,80.16,247.7,151.1,330.6,97.2,123.21,74.52,134.79,91.03,260.75,99.98,52.75,53.37,145.58,66.07,43.12,105.87,143.47,97.9,66.72,87.23,106.48,147.7,90.38,114.96,117,251.19,107.86,133.48,90.72,171.51,45.17,111.12,50.12,145.44,165.83,106.48,391.15,158.37,129.07,131.34,144.99,496.27,413.23,216.01,398.53,274.52,221.03,152.45,30.97,298.2,364.94,70.34,98.98,52.88,224.65,256.21,256.76,479.87,210.37,480.71,125.11,252,282.03,372.91,200.36,163.79,98.57,388.02,180.9,160.12,132.09,120.44,232.28,168.43,113.97,87.72,60.65,117.43,129.26,120.22,295.69,48.13,203.07,20.5,58.64,69.23,20,1
542.9,263.4,618.63,262.51,136.47,888.12,348.83,466.84,542.31,303.36,307.8,273.42,310.64,1215.51,329.43,231.25,242.48,425.25,330.6,256.25,193.92,277.58,379.57,250.34,259.72,491.83,67.13,106.74,287.28,262.17,198.33,264.16,210.49,124.01,55.93,135.68,167.05,211.65,191.03,176.94,129,290.95,222.71,245.37,161.6,223.63,232.45,92.75,160.96,245.91,243.08,167.05,342.12,389.38,185.86,83.94,304.08,273.44,421.96,372.73,348.1,336.64,89.56,198.67,205.44,303.13,295.71,144.64,183.81,138.14,162.49,235.27,209.25,255.66,120.96,222.09,137.03,96.38,168.81,188.51,536.65,337.7,292.9,326.43,243.52,274.49,206.05,244.85,709.56,274.36,260.64,196.86,240.66,267.14,256.57,367.72,242.26,198.4,254.55,231.34,223.02,189.43,241.74,0
3393.94,1597.83,2527.04,2076.57,1170.44,1109.6,1202.11,867.76,1920.85,1282.83,4376.5,1565.35,893.21,322.17,705.65,1313.47,2192.73,3258.44,2216.31,1625.86,577.49,3914.13,1821.27,3214.29,1996.67,1618.89,2261.38,2872.94,3043.57,1767.02,1680.57,2211.1,2123.8,1745.4,1538.49,1049.62,1659.75,1660.77,1829.17,854.71,2401,1748.62,2673.5,1975.75,1464.77,1656.34,1791.86,1326.43,1812.92,2104.09,2610.02,1659.75,1285.05,1465.71,164.17,2232.86,1020.97,98.28,883.69,1710.11,416.33,2219.21,4662.66,2240.49,3319.04,1159.21,2381.51,3793.38,2167.37,2092.63,1568.17,1075.67,1081.61,1338.16,2850.47,4635.31,5730.38,4139.49,3536.72,2705.13,1915.04,864.47,3110.17,973.12,1767.28,1879.46,2627.98,2608.79,2259.12,584.73,1967.41,1509.64,992.95,2066.68,2530.42,1983.06,1933.51,2688.26,1405.26,2255.83,1932.18,2098.2,3292.56,1
324.67,202.35,180.43,241.16,57.78,133.77,70.84,228.02,241.87,182.46,172.03,149.24,279.07,69.31,151.07,181.91,155.73,177.01,186.77,157.95,165,146.89,20,213.49,366.48,124.22,128.51,118.82,122.29,125.84,164.8,151.24,83.78,161.3,133.44,43.61,106.48,48.63,144.81,131.96,148,175.54,83.89,149.19,150.26,94.76,20,125.99,133.01,136.83,118.45,106.48,319.18,122.06,202.38,743.63,208.42,487.51,232.81,335.67,366.89,115.22,229.61,116.06,120.79,73.07,251.21,235.79,175.73,178.07,20,198.38,271.92,366.24,172.5,181.62,50.64,39.16,137.93,211.18,424.89,181.99,545.43,383.91,622.23,386.95,549.48,772.39,474.1,257.41,400.77,402.91,225.98,519.61,380.93,558.65,366.62,700.3,494.8,534.92,595.04,970.25,503.16,1
674.06,266.01,932.89,1655.07,2145.65,2076.66,2654.3,1724.71,1992.44,985.07,307.8,2375.8,2874.17,510.85,827.48,3338.15,2056.86,614.13,356.57,1106.74,989.98,1542.32,850.79,2740.71,846.92,966.49,1870.1,2402.67,1843.03,1729.27,1928.73,1516.41,2018.03,1948.66,2608.95,2213.6,1372.54,1542.79,2891.14,3071.97,2786,1803.9,1949.45,1913.92,1533.76,1130.45,1671.4,1574.92,1644.25,2033.29,1584.14,1372.54,461.03,1424.35,1318.54,857.2,1963.41,1496.6,1916.76,1493.04,846.51,1981.76,2069.33,2857.16,2674.84,871.88,1441.96,1278.99,714.04,3415.77,1845.17,1659.85,991.64,967.86,1609.3,840.99,2196.43,1167.65,885.21,1889.27,1070.29,596.54,1253.27,730.87,1589.36,681.45,998.57,991.36,610.92,901.45,523.15,853.76,890.23,1160.55,181.16,852.63,1065.78,459.67,1164.06,1336.32,789.22,1068.33,785.19,1
852.52,941.95,1017.16,723.49,510.01,1316.83,672.97,686.21,574.85,734.33,507.81,1161.21,108.98,1111.54,473.68,274.41,451.51,699.39,552.33,487.1,436.06,397.46,460.44,519.1,547.16,521.11,187.01,177.23,362.01,302.02,230.91,353.9,284.85,311.41,222.73,305.29,293.07,457.52,278.33,308.9,171,353.02,304.6,178.63,266.49,335.44,356.68,313.23,268.9,338.72,231.75,293.07,742.66,338.94,344.87,187.64,295.02,1706.79,573.28,890.53,460.83,338.64,346.79,271.46,20,263.64,408.46,308.11,975.62,465.15,707.75,252.22,817.78,584.37,396.54,250.72,254.2,326.3,689.64,494.46,602.1,1160.72,600.82,686.73,595.39,310.7,456.49,642.99,1251.53,636.63,556.78,483.49,580.12,407.07,375.06,446.52,381.36,593.24,224.99,336.76,340.3,368.29,418.83,2
453.67,162.23,280.56,313.73,332.7,307,254.37,352.29,408.9,190.3,476.72,285.4,74.35,148.89,662.77,205.55,359.53,222.34,318.61,377.75,249.64,183.61,501.41,471.42,250.48,494.86,276.2,272.89,299.89,238.05,273.07,307.52,316.27,335.65,302.2,339.21,392.71,349.45,334.82,319.89,299,414.12,311.59,232.61,420.53,421.67,336.91,326.36,363.35,406.66,366.68,392.71,438.08,403.5,254,224.18,244.67,313.33,173.63,374.85,575.55,248.47,106.71,227.2,210.6,218.22,285.82,131.76,293.9,341.04,294.44,343.93,212.28,286.1,109.39,323.76,289.94,163.65,246.01,293.59,222.51,319.5,880.57,111.89,239.55,345.97,671,321.5,159.09,341.09,301.74,240.73,232.83,507.86,736.41,742.51,265.29,1181.58,437.59,561.27,471.03,449.07,875.14,0
162.33,204.09,20,86.43,38.85,20,165.29,49.71,469.64,128.73,1294.4,163.4,389.06,20,707.6,497.43,291.6,193.2,676.18,257.35,286.07,209.53,978.03,308.86,430.13,334.28,63.3,42.29,20,20,20,20,38.75,25.17,20,20,88.9,20,20,20,20,20,20,20.61,49.14,20,20,52.5,65.54,82.29,20,88.9,20,320.78,579.25,150.11,446.05,194.62,25.22,151.42,20,435.83,292.49,210.48,276.67,437.42,20,565.69,387.82,111.16,124.32,127.6,190.04,246.53,408.11,179.65,1077.36,284.13,357.17,112.28,280.91,386.23,141.76,395.2,513.88,351.68,307.5,543.46,476.22,106.99,434.4,420.25,141.85,312.16,181.16,301.05,596.91,215.1,738.86,540.77,541.2,725.04,369.17,0
384.87,405.56,82.29,97.11,197.23,20,194.27,103.74,61.82,102.98,156.49,153.59,51.94,107.82,147.17,203.5,79.43,141.39,99.88,125.92,114.64,120.97,43.13,141.97,33.88,105.03,20,47.33,94.14,80.75,76.65,97.8,57.6,107.22,20,44.58,52.75,126.09,83.19,57.98,36,59.16,46.94,62.82,57.65,20,100.7,113.74,45.3,97.6,61.8,52.75,31.29,98.86,83.63,185.66,42.29,20,73.72,150.36,20,128.24,131.48,53.11,43.36,119.48,20,96.1,101,226.64,294.44,20,134.44,152.18,92.56,35.53,104.26,113.45,153.37,59.75,302.06,83.92,205.59,295.63,185.87,231.6,224.02,154.28,408.34,352.74,190.58,198.9,102.72,144.82,53.86,61.62,276.35,146.35,229.76,305.53,296.08,199.05,189.27,1
256.94,136.93,110.04,235.83,83.67,20,20,20,242.95,122.01,246.65,187.36,416.56,340.14,207.6,195.27,88.84,53.97,120.85,281.65,324.64,159.85,190.86,82.36,486.59,193.9,41.24,20,20,20,20,20,20,41.02,20,20,20,20,32.87,20,31,20,42.94,20,20,20,20,20,20,20,20,20,229.47,252.19,276.72,452.3,441.01,531.3,20,122.83,124.6,377.72,81.93,179.99,258.09,378.18,367.91,748.97,243.4,235.27,496.19,143.55,117.26,123.77,619.53,284.28,263.13,384.53,88.52,114.34,226.54,344.78,736.94,20,518.85,47.65,20,448.9,35,20,667.95,296.83,405.01,544.07,66.59,424.29,138.17,193.49,304.12,95.66,795.94,500.03,1059.73,1
213.3975,153.4875,190.0975,155.2625,102.6225,367.585,158.85,209.375,179.2325,149.72,132.2125,172.1125,128.8375,381.2125,88.6975,141.83,122.2825,145.31,146.0775,163.1925,122.945,125.555,95.8475,173.9375,132.6825,133.055,72.0975,61.895,103.025,77.8825,68.5075,93.01,100.56,89.38,55.625,72.3575,92.1875,169.7725,81.1225,80.975,49.5,84.285,95.13,84.01,99.5025,103.5475,96.0525,118.1175,97.585,91.595,80.4475,92.1875,161.1975,99.3175,64.1125,114.8,90.8375,83.4425,157.87,70.3875,120.455,99.43,139.0975,129.17,78.555,179.4625,81.1525,76.8275,111.6,128.1575,167.395,106.1875,66.915,87.7575,102.03,73.6025,106.9925,108.6625,140.76,80.7125,199.105,179.2125,165.4575,172.45,95.42,161.7825,240.9275,83.385,257.2,288.39,118.9725,83.54,133.8875,88.1775,165.985,172.4425,86.3575,117.55,73.16,130.675,79.98,121.4025,136.18,0
238.66,272.555,281.555,287.585,202.21,397.045,220.03,204.24,205.535,187.425,361.17,225.49,535.215,472.715,348.44,313.98,248.745,284.4,397.02,248.515,161.25,238.15,279.82,240.04,201.205,225.21,171.185,182.77,292.13,192.955,212.705,233.415,233.53,162.235,211.44,105.155,159.235,175.175,250.6,183.94,202.5,129.96,133.325,172.74,111.04,267.215,198.1,155.74,240.465,242.085,187.46,159.235,393.755,209.315,219.93,385.145,281.925,161.045,338.05,286.96,120.76,269.51,183.88,353.58,170.855,333.74,210.655,186.255,314.095,395.535,213.74,202.375,249.175,315.01,211.945,208.77,215.475,137.045,190.13,246.715,240.135,199.685,242.675,239.935,230.6,214.92,198.13,243.86,196.215,238.34,158.815,335.08,261.69,326.345,253.63,347.01,221.54,348.675,304.12,385.085,289.825,340.885,381.82,2
102.13,20,267.67,361.75,272.94,20,527,759.7,29.28,339.18,336.81,228.76,725.16,20,492.2,845.84,591.56,742.57,139.83,277.24,718.91,426.62,814.13,295.85,727.84,189.86,575.41,741.14,438.68,635.5,897.77,709.81,651.38,520.26,667.2,690.05,352.66,324.23,853.48,571.81,737,452.91,590.23,634.05,686.08,735.31,748.18,791.83,754.66,821.93,625.21,352.66,599.76,322.8,556.53,686.35,519.55,958.49,20,757.11,956.28,534.01,525.91,608.81,664.84,21.72,440.11,483.46,961.48,397.16,82.88,614.1,740.95,320.59,407.06,394.83,590.81,442.76,20,430.6,121.83,213.34,521.02,20,587.44,199.19,367.73,639.01,141.06,244.7,381.15,1188.33,811.97,755.44,915.61,728.37,91.19,1208.09,707.4,648.15,1196.8,850.05,701.8,0
200.495,127.34,115.495,137.655,197.73,234.09,270.475,110.765,324.845,205.41,103.635,167.21,211.845,331.795,236.845,68.345,191.265,183.485,160.805,408.12,241.6,234.375,104.595,239.5,126.265,277.22,254.14,226.575,238.75,220.745,169.59,294.915,212.065,189.735,192.31,241.325,188.055,182.38,247.005,310.4,214,215.79,388.995,274.82,236.725,240.68,206.105,140.43,181.675,166.49,521.695,188.055,490.235,335.91,199.28,508.59,95.15,239.375,216.795,202.25,517.695,143.775,133.385,179.495,197.695,177.735,131.045,137.21,104.025,228.255,264.995,163.495,114.225,295.23,120.435,154.975,100.785,91.865,161.6,109.195,196.335,175.42,335.615,180.15,136.175,155.83,198.13,267.745,241.29,336.325,93.885,208.085,375.66,143.845,184.1,144.965,122.51,238.675,127.275,101.52,87.96,198.09,235.185,0
656.86,382.01,288.49,375.62,209.19,785.05,435.76,583.55,431.68,452.24,615.59,20,942.1,790.66,661.79,377.19,164.09,237.45,353.57,442.91,281.78,383.42,758.05,402.06,647.76,408,104.53,253.76,228.07,274.75,383.25,337.76,299.51,210.72,326.73,221.94,119.18,130.59,317.36,308.9,236,226.94,199.74,207.1,220.19,253,474.32,248.49,196.62,296.62,278.1,119.18,181.49,248.15,1129.59,729.8,449.07,591.63,400.62,555.92,997.81,255.48,1010.85,227.2,1041.65,339.67,642.85,746.99,694.85,481.34,239.92,174.46,301.23,368.27,909.84,268.48,177.74,870.47,258.36,383.21,649.42,324.56,419.63,330.53,458.22,311.66,230.36,582.27,510.16,330.5,538.09,535.51,578.16,970.72,309.45,428.33,932.21,267.16,1371.89,376.79,476.8,944.29,476.92,2
55.9,48.84,36.68,34.15,59.77,57.02,78.35,104.82,87.85,75,51.82,58.82,20,28.24,24.37,24.67,20.9,50.73,70.91,80.63,57.86,54,114.3,55.27,26.69,143.41,24.93,39.27,26.2,27.27,20,28.23,31.42,25.17,20,27.14,38.1,41.43,26.7,28.99,23,39.76,33.96,20.61,24.57,42.64,33.88,20.12,21.2,28.71,27.81,38.1,38.59,20.17,21.68,20,35.24,20,33.95,23.3,29.67,33.06,32.39,40.32,27.87,25.67,31.65,20,54.54,20.51,45.8,23.93,42.46,35.51,21.04,51.33,32.77,34.14,52.5,20,44.3,36.4,31.92,78.01,28.83,47.65,48.61,42.8,68.94,38.13,24.29,24.48,51.85,26.42,23.5,39.4,39.61,44.2,20,37.09,41.34,50.96,29.98,2
152.66,156.12,107.07,164.33,107.58,171.05,208.22,186.95,394.8,170.15,145.09,162.31,183.33,306.77,247.56,151.08,140.05,150.02,137.83,449.54,118.93,220.33,343.98,184.23,227.9,234.3,36.44,32.22,59.2,70.26,46.95,35.29,48.17,29.84,21.59,49.43,65.45,48.63,40.05,55.98,34,58.19,69.91,34.35,35.91,39.8,21.65,63.87,47.23,89.94,38.11,65.45,117.87,273.37,164.17,73.08,101.69,174.18,164.9,132.36,55.38,294.56,201.98,159.33,126.98,156.01,97.91,134.73,279.76,215.85,159.22,107.67,86.93,177.54,420.73,124.37,107.24,380.52,86.46,96.83,176.2,160.76,142.69,258.68,121.26,207.77,154.28,153.28,161.21,201.26,184.97,138.72,185.87,64.58,107.72,155.57,204.5,73.66,146.82,138.61,158.61,132.7,73.08,1
266.615,229.385,216.12,840.875,644.985,647.45,493.72,362.56,399.68,430.41,154.935,801.735,57.035,82.145,82.355,413.16,357.965,350.775,172.79,143.59,758.02,706.895,135.865,541.315,255.1,477.685,165.43,87.605,104.33,147.34,313.79,109.395,101.06,162.7,84.87,69.295,20,80.605,154.57,86.475,97,229.365,49.435,127.595,129.465,33.165,57.41,138.68,165.775,120.56,179.22,20,70.925,137.185,89.315,488.345,159.59,50.11,301.68,429.91,158.225,360.185,36.68,440.13,663.295,109.11,346.645,101.545,116.65,181.31,354.42,489.48,449.825,311.965,25.25,108.085,85.895,21.085,295.41,416.175,332.265,173.905,68.53,230.45,42.74,100.55,358.215,179.165,42.425,54.025,131.255,147.9,721.485,103.235,94.99,20,54.805,82.995,130.135,33.185,20,34.04,30.45,1
56.48,68.28,52.6,43.56667,32.9,102.05667,95.75333,66.10333,76.80333,51.02,54.09667,53.50667,72.06667,166.68,48.9,100.87667,47.08,75.74333,34.63333,57.84333,81.31,70.75,60.58333,65.55,59.70667,163.94333,54.89,78.16333,89.68,72.73333,64.15333,67.44333,78.22667,70.38,63.24667,84.08333,87.74667,42.99333,52.54333,61.64667,29.33333,86.07,59.94,60.77333,54.91333,22.49333,69.72,83.91333,66.34333,63.44,42.51667,87.74667,20,40.23333,34.54667,85.75333,34.47667,101.88333,67.77667,44.43333,24.87,39.06,28.57667,20,59.32,75.54,78.86333,41.34,416.77333,31.12667,127.35333,78.44333,69.00333,69.23,113.60333,81.68667,34.84667,96.69,121.46,120.32333,65.4,41.64333,33.26667,66.71,42.12,68.29667,111.63,52.45,63.23333,76.53667,58.35667,24.68667,35.03667,47.11333,45.18333,63.91333,39.12667,30.89333,58.78333,20.81667,36.46667,21.02667,20,2
371.97,320.09,186.38,289.18,215.16,123.9,132.02,138.32,262.48,317.91,293.29,213.51,333.04,414.58,140.35,161.36,181.86,246.08,198.76,136.96,213.21,230.05,197.33,246,235.08,265.61,77.68,109.76,153.34,174.08,33.53,176.44,201.07,143.59,47.1,120.18,166.07,169.32,60.6,114.96,104,196.88,124.84,126.61,130.41,169.61,191.04,20,133.97,39.23,54.59,166.07,307.7,200.74,177.6,240.96,286.96,125.53,368.61,115.42,178,134.25,167.68,172.12,94.98,181.68,270.99,130.77,178.76,160.81,358.78,188.42,174.88,183.63,241.92,192.48,194.62,202.81,360.26,258.56,86.59,103.13,257.23,414.71,160.03,256.38,290.59,222.96,352.13,144.06,323.23,218.29,21.52,167.33,49.94,237.4,169.49,63.84,20,71.26,73.06,119.24,123.68,0
20,24.42,20,20,20,20,20,20,20,20,20,20,20,20,27.29,20,20,20,20,20,34.28,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,43.23,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,27.27,20,20,20,20,20,20,20,26.81,20,42.2,20,749.1,2030.24,1363.1,739.08,2250.35,1908.06,1284.93,1132.7,1292.9,1690.62,543.7,2094.11,961.65,2172.37,2487.33,1349.65,420.97,2153.94,20,2085.98,1190.07,450.99,1003.51,0
254.79,169.2,381.68,250.77,115.55,656.77,318.77,69.16,363.35,217.16,99.49,356.21,113.05,985.76,169.59,238.44,229.93,418.77,273.67,114.87,424.28,277.58,97.05,175.56,110.87,303.98,96.86,96.67,170.81,132.13,68.99,91.75,58.65,131.46,87.32,134.72,56.66,75.65,116.06,138.95,27,263.8,134.82,102.08,129.47,164.88,149.64,157.49,120.48,102.38,134.93,56.66,293.1,140.22,98.09,137.27,100.69,144.99,344.36,199.07,191.85,78.15,75.27,90.49,131.11,434.46,88.02,50.53,134.32,88.5,178.85,143.55,40.43,73.05,74.68,76,132.06,118.47,249.09,233.84,407.78,189.07,234.69,500.93,139.16,122.95,371.95,171.2,508.04,372.87,97.16,175.44,431.42,125.25,145.91,264.68,371.23,20,173.51,20,118.24,29.81,150.85,2
55.9,90.71,71.38,62.96,78.69,390.33,166.36,188.03,101.95,144.4,20,145.97,28.52,227.19,60.43,163.41,137.96,72.31,59.93,152.42,97.5,85.32,47.45,87.78,180.68,38.38,52.75,26.18,20,33.56,23,65.54,69.12,60.6,20,66.87,42.01,34.22,52.38,35.99,70,20,51.93,22.57,44.42,45.48,20,53.37,20,35.4,36.05,42.01,26.08,142.23,86.73,50.37,177.21,81.74,187.21,75.18,123.61,109.21,20,55.08,75.36,108.61,98.9,51.52,21.21,135.98,28.35,78.76,262.82,106.53,48.38,42.44,50.64,20,63.82,59.75,151.03,25.28,20.65,68.78,49.7,138.2,103.56,27.87,46.67,106.99,98.09,90.78,161.42,20,40.15,63.64,69.09,20,94.38,20,40.37,28.85,20,1
55.9,20,60.47,50.15,47.81,223.67,183.54,59.44,138.83,117.54,49.74,242.92,65.18,184.83,61.4,136.69,108.7,20,33.96,38.66,24.64,20,32.35,33.6,20,20,20,49.34,20,20,20,20,21.99,60.6,32.38,20,71.31,20,20,20,20,27.16,22.97,42.2,20,20.85,20,54.25,77.1,20,20,71.31,100.13,41.36,24.78,53.33,37.25,34.06,209.52,44.47,20,20,20.96,20,20,63.19,58.35,32.69,52.52,28.06,20,46.85,20,117.68,20,32.57,92.35,20,171.9,36.05,170.16,42.47,20,186.82,113.31,20.01,173.3,20,23.33,33.9,116.77,59.16,20.54,61.65,47.98,44.45,81.06,46.16,20.02,67.35,72.1,20,94.64,0
