%
@relation cancer
@attribute BR_BR8T real
@attribute BR_BR10T real
@attribute BR_BR14T real
@attribute BR_BR16T real
@attribute BR_BR17T real
@attribute BR_BR20T real
@attribute BR_BR6T real
@attribute BR_BR15T real
@attribute BR_BR21T real
@attribute BR_BR29T real
@attribute BR_BR31T real
@attribute BR_BR32T real
@attribute BR_U1 real
@attribute BR_U16 real
@attribute BR_UX7 real
@attribute BR_UX8 real
@attribute BR_UX19 real
@attribute BR_B24T real
@attribute BR_B46T real
@attribute BR_B30T real
@attribute BR_B34T real
@attribute BR_B36T real
@attribute BR_B37T real
@attribute BR_B38T real
@attribute BR_B39T real
@attribute BR_B41T real
@attribute PR_PR29T real
@attribute PR_PR13BT real
@attribute PR_PR8T real
@attribute PR_PR21T real
@attribute PR_PR27T real
@attribute PR_PR9T real
@attribute PR_PR7T real
@attribute PR_PR19T real
@attribute PR_PR5T real
@attribute PR_PR24T real
@attribute PR_U40 real
@attribute PR_U41 real
@attribute PR_PR4 real
@attribute PR_PR3 real
@attribute PR_PR1 real
@attribute PR_PR10 real
@attribute PR_PR22 real
@attribute PR_PR12 real
@attribute PR_PR31 real
@attribute PR_PR30 real
@attribute PR_PR26 real
@attribute PR_PR16 real
@attribute PR_PR23 real
@attribute PR_PR6 real
@attribute PR_PR11 real
@attribute PR_PR17 real
@attribute LU_A_LU_A31T real
@attribute LU_A_LU_A34T real
@attribute LU_A_LU_A39T real
@attribute LU_A_LU_A8T real
@attribute LU_A_LU_A20T real
@attribute LU_A_LU_A5T real
@attribute LU_A_LU_A6T real
@attribute LU_A_LU_A17T real
@attribute LU_A_LU_A18T real
@attribute LU_S_LU_S19T real
@attribute LU_S_LU_S24T real
@attribute LU_S_LU_S25T real
@attribute LU_S_LU_S12T real
@attribute LU_S_LU_S13T real
@attribute LU_S_LU_S14T real
@attribute LU_S_LU_S11T real
@attribute LU_S_LU_S7T real
@attribute LUA_U17 real
@attribute LUA_UX4 real
@attribute LUA_LU40T real
@attribute LUA_LU44T real
@attribute LUA_LU33T real
@attribute LUS_U2 real
@attribute LUS_U19 real
@attribute LUS_LU41T real
@attribute LUS_LU30T real
@attribute LUS_LU26T real
@attribute LUS_LU36T real
@attribute CO_CO7T real
@attribute CO_CO9T real
@attribute CO_CO42T real
@attribute CO_CO15T real
@attribute CO_CO40T real
@attribute CO_CO27T real
@attribute CO_CO30T real
@attribute CO_CO32T real
@attribute CO_CO20T real
@attribute CO_CO24T real
@attribute CO_CO8T real
@attribute CO_U6 real
@attribute CO_U12 real
@attribute CO_CO14T real
@attribute CO_CO21T real
@attribute CO_CO23T real
@attribute CO_CO5T real
@attribute CO_CO43T real
@attribute CO_CO44T real
@attribute CO_CO49T real
@attribute CO_CO51T real
@attribute CO_CO56T real
@attribute CO_CO61T real
@attribute class_label real
@data
20,20,20,39.48,28.89,20,20,20,20,21.27,48.71,20,20,20,20,20,20,41.01,102.88,195.5,76.07,75.6,20,20,20,86.85,22.06,20,20,20,29.7,20,20,20,51.02,20,20,20,20,20,20,20,23.97,20,34.97,20,20,20,20,20,60.77,20,20,20,20,20,21.14,20,20,20,20,20,20,20,20,21.72,20,25.76,65.65,32.38,20,20,20,20,20,20,38.73,20,20,22.66,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,34.62,20,0
61.28,64.54,66.42,56.56,42.83,194.07,108.4,86.45,72.67,62.69,58.04,56.64,103.89,301.63,35.09,39.05,20,99.3,75.91,60.75,62.14,68.04,64.7,67.19,69.81,43.43,20,20.14,43.67,20,20,37.31,34.56,20.51,25.51,30.04,20,54.04,20,20,20,32.97,42.94,20,24.57,20,20,20,20,20,20,20,75.1,46.4,33.04,58.27,70.48,70.06,98.94,77.3,61.31,52.1,43.83,20,20,101.7,81.1,24.77,65.65,50.72,49.07,47.85,20,20,70.47,37.51,20,20,52.5,79.32,69.47,77.85,67.59,82.12,76.54,84.82,80.31,50.76,118.79,105.93,73.8,94.86,77.28,20,20,45.46,53.43,20,20,26.36,55.75,20,20,2
594.5,420.39,583.93,772.58,196.24,440.77,569.93,512.23,394.8,622.39,540.97,569.71,370.73,1473.5,745.61,525.18,545.57,526.7,161.8,320.31,528.2,434.18,473.38,611.21,277.17,269.65,185.09,190.32,243.6,317.75,183,189.55,325.69,191.14,338.51,200.62,220.78,244.97,293.74,237.92,211,314.23,253.67,188.45,204.12,275.74,271.98,275.61,258.3,218.16,271.92,220.78,555.95,301.62,338.67,357.5,354.42,382.42,713.94,223.43,338.21,268.51,234.37,299.98,306.61,593.43,554.83,327.92,301.98,304.34,825.53,375.83,20,181.6,458.6,368.18,270.09,325.3,329.38,333.76,491.34,414.54,273.18,180.66,424.43,338.34,483.96,545.45,420.01,502.1,447.48,470.23,371.75,239.74,330.01,473.79,81.98,261.26,293.64,341.64,290.31,214.44,311.08,0
20,20,20,20,81.68,20,20,161.02,20,244.03,36.27,43.57,20,20,20,57.55,26.13,20,20,53.02,60,54,20,70.44,20,20,20,33.23,20,20,23,20,157.09,20,55.93,20,20,20,85.25,94.97,130,20,20,20,27.41,20,20,20,20,20,61.8,20,20,20,39.24,20,34.23,20,20,20,48.46,20,20,20,20,20,20,20,20,22.66,20,73.77,32.35,66.96,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,97.92,20,20,20,20,20,20,20,20,20,20,20,2
218.24,163.1,305.35,307.32,244.05,366.21,344.53,771.58,360.09,144.4,644.61,221.13,344.25,355.54,345.03,371.02,269.65,172.69,335.59,309.27,221.78,248.41,352.61,286.1,349.03,136.34,257.02,321.23,270.78,309.36,234.74,249.04,294.27,224.7,245.29,283.97,327.26,223.36,246.49,271.91,355,233.73,226.7,217.89,261.77,341.12,347.27,216.11,321.91,194.24,271.92,327.26,347.34,327.84,236.45,464.15,381.61,452.48,240.57,331.43,737.73,253.48,298.2,413.08,374.75,234.02,304.61,316.03,326.22,447.88,360.96,362.88,611.56,275.95,305.03,296.12,363.42,350.4,383.93,364.67,269.84,315.46,333.27,280.24,576.5,235.41,421.62,347.37,394.55,447.02,208.32,286.63,275.87,381.63,577.77,435.41,136.33,815.22,226.9,379.71,586.38,334.64,355.12,1
504.2,542.78667,380.36333,626.03,288.54333,849.37667,350.61333,405.60333,477.23,555.59333,561.01,255.99,301.81,404.56333,308.31667,211.19,340.02,426.32667,595.27333,809.98333,205.35333,429.86333,354.04667,312.83,344.24,519.76667,82.79667,80.84667,166.15667,96.15333,115.93667,161.99333,140.68,139.06333,75.55,75.15667,113.8,164.87667,102.36333,191.27333,144.66667,155.37667,124.50333,137.86,189.94667,271.35333,154.02667,118.07667,206.49667,108.73,101.62667,113.8,675.61333,239.41,140.55,268.94667,282.59667,292.25,332.59333,220.25,575.54667,229.75667,255.33,131.57667,132.96,124.49667,138.13,214.65333,132.64333,243.19,143.22333,235.95667,168.74,210.24667,259.80333,170.85333,153.29667,120.45333,220.07667,158.64,313.75667,174.24333,305.41667,108.63333,281.95667,161.06667,95.07333,164.59333,121.92,267.25,188.08333,322.66667,205.91,193.75,268.97,194.97333,151.68333,197.53667,142.37333,122.01333,210.84333,242,303.89667,2
158.03,85.47,253.79,156.86,101.6,195.17,96.6,79.97,28.2,114.18,200.02,94.77,120.18,196.38,20,77.08,20,133.83,95.88,212.07,110.35,112.33,124.01,138.72,87.26,176.73,159.2,162.13,183.43,116.4,182.05,196.61,190.6,102.56,171.71,103.7,84.99,20,99.62,83.97,262,238.58,153.8,123.67,132.3,162.98,280.45,232.74,67.47,20,164.8,84.99,70.93,208.81,102.22,108.63,100.69,158.61,95.06,133.42,119.66,79.15,224.84,298.01,243.64,208.34,253.18,145.63,430.24,157.57,173.39,92.71,105.13,99.42,439.67,331.66,168.8,257.02,260.42,26.78,220.5,212.33,362.37,34.9,142.14,149.63,156.39,201.06,159.09,45.55,127.98,51,102.72,67.52,168.43,230.33,66.32,205.28,143,179.61,173.99,189.43,129.3,1
352.62,332.3,218.1,329.73,492.08,609.62,354.19,758.62,382.87,901.12,214.52,269.06,225.09,657.17,166.67,189.11,296.82,316.24,279.66,261.77,310.71,200.89,267.42,675.15,344.93,207.03,92.07,140.98,173.72,183.52,143.72,171.4,157.09,154.77,94.19,141.5,151.42,205.34,135.57,117.96,101,238.58,159.79,139.37,126.63,137.4,109.17,195.99,160.96,143.53,138.02,151.42,305.62,148.29,131.13,132.33,172.18,189.75,308.47,207.54,212.62,158.3,111.47,124.91,144.53,273.51,224.5,117.89,113.12,156.49,241.01,167.48,163.76,211.02,153.57,152.01,130.08,205.82,243.95,256.5,319.17,244.68,193.39,394.18,149.1,287.83,320.18,152.29,379.7,335.79,152.27,148.92,221.09,104.7,104.78,152.54,247.79,118.85,144.91,57.59,49.03,125.01,83.39,2
599.88,238.98,536.34,444.98,275.93,688.57,358.49,470.08,668.12,320.15,3031.32,532.68,337.12,686.69,566.27,302.16,418.06,260.11,619.25,526.86,338.56,241.93,401.13,539.69,322.34,428.2,676.11,699.86,690.04,454.08,579.67,737.03,600.07,782.26,538.67,512.69,692.62,635.85,678.88,673.77,758,999.9,621.19,485.84,568.9,619.71,1035.21,580.09,1199.94,620.03,636.54,692.62,582.03,478.15,324.21,341.69,390.67,274.41,359.88,530.51,655.65,386.73,291.54,404.23,413.98,413.72,359.01,244.7,441.35,358.31,426.39,560.26,326.5,333.78,276.63,291.19,463.71,229.92,314.97,407.93,466.17,382.19,1097.43,356.2,404.55,530.86,553.7,436.96,413.64,444.9,337.24,450.85,570.34,438.39,709.97,667.76,258.85,1058.8,385.16,532.97,569.08,393.29,1012.88,0
60.2,72.39,37.67,55.49,52.79,115.13,52.59,78.89,152.93,90.67,69.44,86.06,61.11,137.34,65.3,40.08,108.7,43.17,99.88,159.05,49.28,27,70.09,54.19,20,21.21,37.4,84.59,61.14,79.7,20,20,36.65,55.94,56.91,20,43.96,27.92,38,30.99,33,20,27.96,47.11,34.97,40.75,20,35,61.68,71.76,55.62,43.96,102.22,31.27,38.2,28.64,34.23,20,81.48,60.36,20,41.08,20,20,36.13,54.31,52.42,24.77,26.26,35.61,37.08,66.79,40.43,107.54,38.92,25.66,23.83,37.15,78.23,41.21,97.66,65.72,75.1,143.71,53.67,115.32,107.78,20,114.55,54.02,51.38,72.42,64.57,65.56,78.34,56.57,20,83.49,47.67,61.5,56.72,31.73,21.55,0
376.055,387.22,361.445,284.245,116.585,385.4,180.655,201.545,275.19,383.88,302.25,241.48,169.9,443.835,99.67,145.665,98.315,290.08,229.735,219.31,292.315,204.95,286.05,223.49,261.51,253.39,59.46,84.015,80.365,95.465,37.785,41.76,109.49,104.17,34.53,84.14,27.095,132.935,64.435,58.985,50.5,134.625,74.415,89.01,48.745,64.96,34.47,23.56,49.155,64.06,81.07,27.095,36.075,88.18,124.095,116.655,95.585,134.555,176.845,97.36,49.555,81.635,35.245,101.96,78.65,233.155,97.03,81.825,117.055,113.065,221.015,30.935,104.01,121.6,124.65,113.15,94.9,149.555,230.79,119.71,124.78,111.615,102.94,202.985,94.485,213.96,90.31,163.285,148.41,292.3,115.095,119.145,107.83,95.135,75.61,103.95,220.945,109.2,71.49,54.9,39.415,117.22,117.755,2
312.84,233.74,234.96,188.88,193.25,269.73,269.4,354.45,207.16,184.7,255.98,264.7,188.42,684.13,158.87,116.14,150.5,323.79,201.76,152.42,141.43,194.41,171.45,334.87,170.41,122.2,58.5,57.4,128.11,109.06,58.45,102.84,109.96,82.05,79.48,69.78,84.99,190.93,142.76,83.97,72,151.29,71.91,70.67,56.7,99.49,79.99,53.37,65.54,125.35,78.28,84.99,75.1,187.63,184.82,130.36,157.07,91.47,383.16,101.65,130.54,79.15,96.23,84.58,117.69,190.57,186.92,116.9,92.92,582.79,278.08,120.63,81.88,185.66,172.5,111.54,96.32,173.69,238.8,157.61,257.75,223.45,241.27,433.18,165.99,245.89,338.14,44.79,555.77,397.23,127.98,222.37,134.02,215.28,337.85,307.11,175.02,301.53,100.1,237.2,577.73,133.66,177.09,1
20,40.99,88.23,44.82,32.87,203.94,82.64,78.89,59.65,42.54,38.34,33.77,32.59,60.33,56.53,28.78,65.84,37.78,76.91,58.54,34.28,48.6,53.92,57.44,42.09,37.37,84.39,76.53,77.64,77.6,59.4,68.56,67.02,54.08,55.93,41.67,91.83,99.97,54.43,36.99,47,64.01,69.91,61.83,64.26,63.49,99.76,35.87,85.78,53.58,58.71,91.83,160.63,75.66,49.56,87.89,76.52,55.47,85.36,50.83,62.3,63.12,49.54,78.68,29.94,34.56,44.51,27.74,59.59,66.91,20,110.66,51.55,60.87,48.38,39.48,32.77,42.17,20,37.08,65.45,29.32,31.92,53.38,46.72,97.21,43.32,69.67,94.4,113.34,20,55.08,63.59,55.78,82.26,58.59,28.56,40.27,40.04,51.73,52.87,37.5,40.29,0
30.1,185.77,102.11,129.12,20,283.98,22.54,255.03,188.72,269.78,75.65,218.95,29.54,20,211.5,20,84.66,85.27,160.8,59.64,20,267.85,190.86,120.29,260.75,64.63,60.42,152.06,120.35,54.53,129.35,211.73,203.16,124.01,49.06,163.79,20,81.06,93.46,259.91,52,152.26,187.75,47.11,125.69,140.24,20,20,117.58,187.54,45.32,20,156.46,20,225.09,83.94,124.85,152.77,248.33,137.66,141.41,76.14,35.25,57.04,20,414.71,120.66,43.59,182.8,229.88,139.59,20,136.46,363.2,67.32,33.56,183.7,85.34,139.99,191.6,20,88.97,45.06,248.41,213.7,20,45.44,185.13,20,20,114.91,148.92,60.65,116.45,145.91,358.63,203.58,273.05,136.33,126.9,103.82,100.01,154.6,1
151.58,369.8,326.17,246.5,206.2,809.18,273.69,406.32,442.52,302.24,315.05,357.3,181.29,148.89,159.84,730.73,735.79,250.4,186.77,509.19,477.85,494.67,451.81,147.38,436.29,321.15,1049.17,1394.68,1022.93,1347.55,777.05,1127.23,1160.34,1001.37,929.18,762.74,950.52,750.23,977.75,899.7,838,1299.58,948.76,795.99,1180.32,609.28,1037.1,795.33,1280.9,1815.13,1299.86,950.52,416.18,600.2,321.12,329.84,359.46,543.95,423.9,835.47,436.11,411.78,373.47,530.12,416.04,205.38,679.44,166.44,793.83,436.01,370.78,720.77,755.1,532.63,470.17,297.11,821.18,392.56,430.25,601.6,404.76,243.67,466.57,396.23,299.18,575.66,433.24,352.35,316.07,510.58,364.33,502.87,197.61,392.4,275.17,521.27,190.68,764.14,213.55,322.12,757.49,688.5,206.14,1
155.88,86.35,99.14,138.72,170.34,222.58,203.93,114.55,90.02,173.51,221.78,164.49,263.79,84.71,46.78,145.94,134.82,300.05,198.76,159.05,152.14,288.38,134.79,206.99,107.79,212.08,173.58,142.99,167.9,167.79,149.47,186.53,238.77,173.42,137.36,120.18,117.23,191.83,145.84,276.91,224,127.05,194.75,178.63,168.21,179.09,202.34,52.5,136.86,155.97,222.48,117.23,123.08,112.98,238.51,66.17,96.66,193.64,72.75,112.24,178,104.2,135.29,236.05,113.56,78.99,129.56,154.55,165.63,152.17,20,139.57,173.87,157.25,130.43,168.79,130.08,165.66,98.81,143.19,106.73,129.42,229.06,119.07,144.13,100.07,71.85,115.46,82.73,167.37,84.08,107.1,83.15,154.61,27.42,89.91,60.8,110.01,118.22,77.11,138.43,76.93,160.22,1
543.98,415.16,772.29,670.14,473.16,743.39,430.4,432.26,592.2,624.63,481.9,543.57,449.15,1193.69,320.66,279.55,423.29,660.54,489.41,490.41,410.35,212.77,482.01,590.62,423.97,423.15,294.42,335.33,303.77,374.38,254.86,266.18,387.48,264.79,260.01,388.64,390.76,464.73,323.52,345.88,299,261.86,265.65,276.78,306.18,307.96,363.27,383.23,315.16,437.28,164.8,390.76,352.55,404.51,341.77,288.37,248.7,115.8,417.11,342.02,414.35,287.55,196.26,330.47,261.19,446.31,355.05,285.32,65.65,549.33,435.12,350.91,323.47,329.72,334.48,287.24,293.92,437.74,331.44,229.72,462.15,405.44,513.51,502.99,354.85,446.04,589.63,534.5,552.58,592.14,287.73,353.95,315.01,302.37,338.83,478.84,441.23,407.61,370.86,388.5,428.73,361.56,364.49,2
132.23,225.02,274.61,451.38,288.88,794.92,398.2,341.48,391.55,372.76,228,299.56,193.51,698.25,169.59,260.02,226.8,222.34,189.77,184.46,259.28,194.41,163.9,273.1,222.76,195.92,78.64,137.96,210.6,237,269.24,201.65,216.78,292.77,167.78,207.4,154.35,195.44,334.82,181.94,180,168.75,123.84,183.54,178.61,295.64,202.34,134.74,145.53,94.73,144.2,154.35,250.33,268.33,150.75,172.82,417.85,142.07,416.14,324.02,270.96,445.85,255.33,488.82,392.3,316.96,432.19,255.6,206.03,234.19,321.7,310.04,239.57,300.3,264.01,306.98,284.98,313.25,673.17,498.58,298.03,172.89,177.43,316.16,125.24,264.95,409.99,150.3,275.76,282.83,141.06,180.54,360.01,143.85,209.56,200.02,179.63,133.58,163.98,134.71,68.25,83.66,209.88,0
126.86,38.38,178.45,154.73,205.2,20,152.41,332.84,81.35,284.33,167.89,288.67,56.02,20,20,218.91,131.69,273.07,316.62,183.35,130.71,303.5,449.66,293.69,277.17,127.25,205.23,252.75,176.64,299.92,181.09,225.85,149.76,196.73,175.63,189.96,223.71,132.39,194.11,70.98,136,168.75,259.66,189.43,233.42,96.65,146.81,123.37,184.09,141.61,331.66,223.71,20,156.36,249.87,154.06,274.88,196.56,21.34,65.65,32.63,162.31,74.31,110.16,154.85,33.57,174.06,124.83,157.55,226.64,138.5,98.69,222.39,190.73,105.18,116.48,71.49,104.42,119.4,182.33,110.75,101.11,104.2,27.72,206.75,63.86,123.63,212.01,89.09,87.92,176.56,129.54,79.24,111.55,120.45,116.18,67.24,157.15,229.76,110.3,138.43,175.01,85.27,0
1023.45,1030.92,496.68,909.17,620.58,1124.95,744.88,802.92,765.74,1154.1,706.79,1023.96,839.23,1451.68,834.31,521.07,821.49,1310.28,665.19,567.73,879.62,708.52,661.01,1245.19,816.12,801.87,913.95,909.31,690.04,683.74,729.14,746.11,875.49,1111.39,663.28,1041.86,887.02,780.85,1155.43,736.75,763,791.39,1105.55,867.64,872.25,1194.88,990.04,667.59,1160.42,1086.97,653.02,887.02,554.91,1313.39,675.28,465.14,574.93,743.44,803.18,686.16,982.98,602.14,524,447.51,681.36,828.43,780.32,469.59,1047.32,1125.64,690.3,830.43,629.76,624.95,614.27,634.69,1115.1,605.41,796.69,676.8,918.25,1415.51,859.92,992.63,649.06,439.37,725.94,801.25,1092.44,793.41,646.46,1059.8,820.78,725.1,1287.73,1068.81,754.43,542.17,1025.82,1066.91,820.94,687.54,1111.26,1
1270.71,281.71,442.16,522.88,607.63,787.25,1284.75,854.79,408.9,799.25,533.72,1168.84,663.03,426.13,521.44,436.8,631.27,737.17,408.5,632.89,604.27,586.47,801.19,583.04,595.41,409.01,884.22,625.34,559.99,583.06,653.45,541.43,651.38,562.22,709.39,373.13,534.36,452.12,402.6,817.72,705,540.2,553.28,660.55,412.97,527.79,369.85,524.97,493.47,706.15,382.13,534.36,1189.09,473.1,474.96,421.69,499.41,2121.32,672.22,874.65,713,543.03,455.4,575.37,1363.75,227.1,1238.23,337.83,969.56,880.65,709.93,766.62,1008.83,1137.28,503.83,475.77,427.97,511.04,1122.98,762.3,334.28,564.18,453.43,424.97,385.66,470.82,477.62,418.04,394.55,516.93,356.86,479.41,662.29,561.68,357.43,553.6,284.64,504.85,831.33,542.73,464.3,486.57,464.74,0
241.89,205.83,255.78,148.33,76.7,315.78,184.61,220.45,280.92,348.13,120.22,212.42,204.72,507,108.19,96.61,144.23,197.51,167.8,107.14,181.07,116.65,216.74,183.15,150.91,209.05,75.76,76.53,140.73,179.32,68.03,89.73,126.72,97.9,110.87,109.52,114.3,167.52,59.57,87.97,60,123.17,93.88,93.24,84.11,152.56,139.28,112.87,143.61,89.94,75.19,114.3,93.88,72.63,86.73,89.87,105.72,72.98,180.42,88.95,129.55,20,24.77,118.02,68.14,274.5,139.45,35.67,79.79,101.45,167.94,87.73,71.77,96.38,71.52,27.64,53.62,143.57,164.69,74.17,222.51,158.74,186.82,265.86,71.57,154.4,212.39,80.62,229.09,197.03,93.42,64.26,213.26,88.07,74.42,77.79,138.17,105.09,158.26,57.59,102.86,67.31,57.16,2
192.43,164.84,157.63,110.98,67.74,328.93,163.14,279.89,154.02,141.04,124.36,265.79,87.59,508.28,118.91,163.41,126.46,157.58,68.92,122.6,100.71,84.24,116.46,67.19,274.09,77.76,116.04,105.73,88.32,96.48,95.81,72.59,117.29,67.13,135.4,57.18,20,96.37,120.16,110.96,108,74.68,54.93,115.82,101.12,24.64,409.38,63.87,156.14,115.78,58.71,20,184.62,513.45,230.25,222.2,127.87,270.52,229.9,65.65,271.95,706.34,415.39,264.57,145.56,111.58,281.87,237.77,72.72,32.38,186.48,272.16,130.4,104.5,167.24,1051.24,184.69,136.54,79.26,121.56,431.94,298.27,1059.88,151.92,413.49,347.87,374.07,336.43,253.49,231.98,271.85,289.69,444.14,229.96,286.92,467.73,116.99,712.09,165.89,243.06,449.88,324.06,314.83,2
1929.72,1276,1464.28,1868.49,1910.56,2020.75,2291.52,2646.51,1874.21,1973.5,1591.83,3011.96,2025.77,3864.74,2400.58,2741.02,1650.29,3088.99,1304.42,2162.66,1328.54,1992.71,2150.15,2162.01,1594.26,1274.51,1606.36,1666.57,1418.91,1428.3,1600.09,1581.95,1179.19,1335.16,1112.66,2396.77,1692.96,1606.73,1341.33,2280.23,1188,1318.01,1656.83,1705.84,1742.6,1441.25,1693.04,1826.9,1506.43,1045.83,1509.98,1692.96,1445.68,2502.7,1135.78,1229.51,1969.45,2113.54,1581.13,1583.05,3177.37,1629.09,1837.81,1131.06,1513.44,1104.91,839.66,1408.77,1163.47,1812.03,1579.08,1621.97,1416.2,2395.29,2411.85,1363.15,2695.89,2730.88,1705.57,1381.41,1364.29,1753.21,1423.19,2245.99,2509.77,1916.63,2358.52,2486.36,1726.69,4181.01,1661.93,2609.22,1894.93,1866.08,3641.88,1491.09,2491.73,1631.42,954.32,2448.13,1906.23,1525.09,2139.13,2
56.225,38.78,20,38.81,50.345,86.62,80.3,53.765,155.34,97.315,87.21,76.995,121.2,168.515,20,78.345,30.905,44,112.375,54.735,106.425,114.225,365.305,83.15,166.55,64.03,20,20,20,29.4,32.515,31.175,35.655,20,20,20,34.19,27.11,20.27,20,29,28.425,25.965,20,20,47.43,23.055,20,31.205,28.18,27.51,34.19,72.585,122.98,85.375,109.25,268.265,145.475,293.245,152.42,114.71,195.855,65.735,243.59,128.72,88.5,132.635,202.69,83.22,142.745,83.065,173.495,28.7,86.595,73.11,131.41,119.72,94.84,70.215,98.59,95.585,173.905,102,66.46,51.745,20,67.06,54.295,68.94,20.065,53.905,84.15,57.935,43.27,58.475,49.5,22.435,47.815,61.96,20,20,49.905,87.3,0
49.45,60.18,20,20,46.82,122.8,20,25.94,41.22,174.63,64.25,47.93,96.76,20,117.93,49.33,118.1,20,20,86.15,39.64,39.96,20,40.1,20,45.45,33.57,28.2,36.88,63.97,57.49,30.25,56.55,36.36,41.21,42.64,69.36,20,49.3,58.98,30,42.67,60.92,70.67,52.92,56.85,22.59,84.87,44.34,49.76,36.05,69.36,20,20,20,55.3,30.21,39.9,20,26.47,20,30.06,20,27.54,20,20,20,20,20,63.67,50.16,39.88,91.99,123.77,59.95,66.13,73.48,57.23,145.13,77.26,51.35,20,42.24,37.98,55.66,20.97,104.61,49.77,20,51.91,47.64,26.52,32.28,49.91,67.57,39.4,94.88,86.43,38.13,79.07,20,40.39,41.23,0
249.41,232,215.13,392.69,504.04,380.47,397.12,833.18,458.79,351.49,344.07,600.21,516.37,1037.1,303.12,469.68,431.65,334.59,219.73,512.5,276.42,329.42,386.04,502.84,313.1,227.23,399.91,354.46,287.28,426.81,462.78,347.85,366.53,357.1,419.94,327.58,440.58,247.67,519.69,465.84,367,308.41,411.46,399.47,286.34,532.53,484.67,382.35,436.6,477.46,292.52,440.58,789.6,587.09,479.09,358.48,409.8,394.1,607.23,550.63,398.53,432.82,352.51,566.52,321.06,335.72,644.83,320.99,451.45,485.66,434.03,527.37,283.04,442.33,406.01,447.15,426.97,426.7,523.92,440.9,456.1,421.62,424.33,456.79,227.62,287.83,303.27,325.48,422.13,474.56,330.7,529.39,352.18,374.78,219.36,295.99,282.8,505.83,315.56,323.1,279.73,254.82,450.69,2
318.22,1046.62,865.48,675.47,802.87,1053.68,1002.47,858.03,904.57,1063.43,810.42,1098.03,841.27,2242.34,456.14,695.79,590.51,1011.31,797.03,913.44,1044.62,997.97,1271.33,800.86,933.15,925.08,880.38,837.81,1040.4,1399.98,1254.2,1131.26,809.52,940.76,1002.76,1241.52,1464.37,894.33,884.29,857.71,773,868.98,632.17,1278.89,995.1,881.24,1442.71,1187.31,1018.74,616.21,716.88,1464.37,618.53,885.68,1345.39,619.2,860.88,644.18,1273.64,850.29,684.33,710.35,639.28,589.14,383.01,1106.88,663.62,702.41,478.72,1347.96,908.41,964.01,868.32,876.55,713.14,403.71,627.55,566.26,818.3,566.57,1263.6,970.63,1047.68,1678.33,962.16,1296.18,1306.06,1109.81,1695.93,1139.79,676.35,636.49,966.54,989.31,246.77,850.61,1096.18,1117.73,899.02,1059.1,961.29,1068.33,917.31,0
144.595,191.88,123.92,102.975,112.06,291.105,179.78,117.79,112.8,129.85,169.96,102.94,122.73,360.675,60.43,90.445,50.76,73.935,126.345,168.44,111.425,82.085,186.01,122.455,90.85,102.505,49.87,62.94,61.63,91.235,68.03,50.415,48.175,72.26,61.325,53.305,67.895,103.575,66.755,57.985,56.5,86.32,78.4,59.87,40.715,54.96,96.935,60.37,52.045,64.11,60.255,67.895,232.08,134.67,88.795,125.91,148.01,125.04,173.145,81.535,78.62,84.66,141.955,150.48,133.69,191.555,79.125,114.92,109.08,129.51,119.415,70.285,107.15,71.015,150.415,130.785,40.715,56.725,88.005,74.17,136.935,95.04,103.735,234.045,93.93,113.895,218.73,98.54,215.31,195.44,63.99,95.37,136.47,97.365,77.36,188.405,139.555,68.75,111.065,69.305,38.36,85.1,104.475,2
74.18,20,378.71,493,89.65,20,20,745.65,45.55,755.6,20,20,20,20,20,20,20,20,162.8,43.08,55.71,138.25,37.74,43.35,20,249.45,111.25,20,33.97,68.16,94.86,20,100.53,20,79.48,140.53,75.22,345.84,55.46,102.97,116,20,20,56.93,39.69,50.22,63.05,23.62,76.14,20,120.51,75.22,20,20,20,20,20,20,20,20,20,59.11,20,39.34,20,141.2,20,20,84.84,20,99.24,20,121.3,20,24.19,20,30.78,20,20,252.38,20,20,39.43,20,38.76,20,20,90.58,27.58,39.19,24.29,20,20,20,20,20,20,20,47.67,20,20,20,20,1
425.72,122.98,357.89,343.61,456.22,328.93,1086.19,590.03,228.85,362.69,667.41,495.64,424.71,41.07,370.37,513.88,483.91,373.44,404.51,499.25,418.92,397.46,299.77,468.16,250.48,334.28,160.16,182.26,185.37,116.4,228.99,206.69,317.31,245.21,300.24,300.44,227.62,217.95,290.65,246.92,285,128.02,270.65,168.82,225.86,237.84,246.57,395.48,209.15,150.22,110.21,227.62,296.23,600.2,680.44,302.19,242.66,620.83,320.11,583.45,218.55,402.76,1607.25,518.32,396.43,353.49,454.94,771.75,647.38,952.96,549.62,384.81,488.24,718.28,603.75,246.77,284.98,911.63,612.44,373.94,511.48,639,346.41,241.23,617.26,197.29,277.91,222.96,450.76,502.1,328.84,529.39,1156.33,309.22,792.22,696.04,292.93,352.61,408.99,602.27,387.4,174.05,266.1,2
