BR_BR8T,BR_BR10T,BR_BR14T,BR_BR16T,BR_BR18T,BR_BR20T,BR_BR6T,BR_BR15T,BR_BR21T,BR_BR29T,BR_BR31T,BR_BR32T,BR_U1,BR_U16,BR_UX6,BR_UX8,BR_UX19,BR_B24T,BR_B46T,BR_B30T,BR_B34T,BR_B36T,BR_B37T,BR_B38T,BR_B39T,BR_B41T,PR_PR28T,PR_PR13BT,PR_PR8T,PR_PR21T,PR_PR27T,PR_PR9T,PR_PR7T,PR_PR19T,PR_PR5T,PR_PR24T,PR_U38,PR_U41,PR_PR4,PR_PR3,PR_PR1,PR_PR10,PR_PR22,PR_PR12,PR_PR31,PR_PR30,PR_PR26,PR_PR16,PR_PR23,PR_PR4,PR_PR11,PR_PR17,LU_A_LU_A31T,LU_A_LU_A34T,LU_A_LU_A39T,LU_A_LU_A8T,LU_A_LU_A20T,LU_A_LU_A5T,LU_A_LU_A6T,LU_A_LU_A17T,LU_A_LU_A18T,LU_S_LU_S20T,LU_S_LU_S24T,LU_S_LU_S25T,LU_S_LU_S12T,LU_S_LU_S13T,LU_S_LU_S14T,LU_S_LU_S44T,LU_S_LU_S7T,LUA_U17,LUA_UX4,LUA_LU40T,LUA_LU44T,LUA_LU33T,LUS_U2,LUS_U50,LUS_LU41T,LUS_LU30T,LUS_LU26T,LUS_LU36T,CO_CO7T,CO_CO9T,CO_CO42T,CO_CO15T,CO_CO40T,CO_CO27T,CO_CO30T,CO_CO32T,CO_CO88T,CO_CO24T,CO_CO8T,CO_U6,CO_U12,CO_CO14T,CO_CO21T,CO_CO23T,CO_CO5T,CO_CO43T,CO_CO70T,CO_CO49T,CO_CO51T,CO_CO56T,CO_CO61T
126,68,115,109,33,20,93,132,73,51,33,24,66,24,113,189,60,96,80,83,20,28,68,101,93,135,125,51,20,58,23,45,126,68,115,109,33,20,93,132,73,51,33,24,66,24,113,189,60,96,80,83,20,28,68,101,93,135,125,51,20,58,23,45,126,68,115,109,33,20,93,132,73,51,33,24,66,24,113,189,60,96,80,83,20,28,68,101,93,135,125,51,20,58,23,45,126,68,115,109,33,20,93
54,111,28,59,54,20,57,84,41,20,27,45,20,123,85,86,20,80,20,61,62,87,37,66,86,51,71,35,31,55,95,100,54,111,28,59,54,20,57,84,41,20,27,45,20,123,85,86,20,80,20,61,62,87,37,66,86,51,71,35,31,55,95,100,54,111,28,59,54,20,57,84,41,20,27,45,20,123,85,86,20,80,20,61,62,87,37,66,86,51,71,35,31,55,95,100,54,111,28,59,54,20,57
276,175,195,92,41,191,182,458,209,180,103,176,58,148,394,268,115,192,207,183,38,167,103,176,151,158,127,65,183,94,40,81,276,175,195,92,41,191,182,458,209,180,103,176,58,148,394,268,115,192,207,183,38,167,103,176,151,158,127,65,183,94,40,81,276,175,195,92,41,191,182,458,209,180,103,176,58,148,394,268,115,192,207,183,38,167,103,176,151,158,127,65,183,94,40,81,276,175,195,92,41,191,182
20,34,41,20,20,20,82,20,20,39,20,20,20,20,20,20,20,20,20,20,20,152,20,68,34,20,116,30,20,20,20,20,20,34,41,20,20,20,82,20,20,39,20,20,20,20,20,20,20,20,20,20,20,152,20,68,34,20,116,30,20,20,20,20,20,34,41,20,20,20,82,20,20,39,20,20,20,20,20,20,20,20,20,20,20,152,20,68,34,20,116,30,20,20,20,20,20,34,41,20,20,20,82
292,134,152,168,57,207,321,234,174,140,213,190,37,91,264,465,172,319,351,288,123,168,163,305,255,274,175,182,216,53,117,28,292,134,152,168,57,207,321,234,174,140,213,190,37,91,264,465,172,319,351,288,123,168,163,305,255,274,175,182,216,53,117,28,292,134,152,168,57,207,321,234,174,140,213,190,37,91,264,465,172,319,351,288,123,168,163,305,255,274,175,182,216,53,117,28,292,134,152,168,57,207,321
20,72,20,20,20,20,20,20,20,20,20,20,20,22,21,28,20,20,20,20,20,848,96,536,425,279,361,20,147,196,402,388,20,72,20,20,20,20,20,20,20,20,20,20,20,22,21,28,20,20,20,20,20,848,96,536,425,279,361,20,147,196,402,388,20,72,20,20,20,20,20,20,20,20,20,20,20,22,21,28,20,20,20,20,20,848,96,536,425,279,361,20,147,196,402,388,20,72,20,20,20,20,20
20,20,76,51,22,20,45,20,21,20,56,20,60,69,77,20,20,20,20,44,38,298,86,238,194,96,84,49,23,20,64,127,20,20,76,51,22,20,45,20,21,20,56,20,60,69,77,20,20,20,20,44,38,298,86,238,194,96,84,49,23,20,64,127,20,20,76,51,22,20,45,20,21,20,56,20,60,69,77,20,20,20,20,44,38,298,86,238,194,96,84,49,23,20,64,127,20,20,76,51,22,20,45
417,1107,637,353.5,20,271,429.4,392,168,247,326,243,162,45,432,799,351,186,823,147,54,875,68,139,794,193,205,25,149.3,163,283,415.3,417,1107,637,353.5,20,271,429.4,392,168,247,326,243,162,45,432,799,351,186,823,147,54,875,68,139,794,193,205,25,149.3,163,283,415.3,417,1107,637,353.5,20,271,429.4,392,168,247,326,243,162,45,432,799,351,186,823,147,54,875,68,139,794,193,205,25,149.3,163,283,415.3,417,1107,637,353.5,20,271,429.4
70,206,153,82,20,26,134,125,20,93,396,27,22,37,20,21,20,20,38,20,20,1458,77,2248,1500,269,1925,20,79,177,147,90,70,206,153,82,20,26,134,125,20,93,396,27,22,37,20,21,20,20,38,20,20,1458,77,2248,1500,269,1925,20,79,177,147,90,70,206,153,82,20,26,134,125,20,93,396,27,22,37,20,21,20,20,38,20,20,1458,77,2248,1500,269,1925,20,79,177,147,90,70,206,153,82,20,26,134
368,215,327,169,35,219,242,238,213,178,252,100,20,112,500,712,177,330,548,431,111,310,141,389,323,235,314,189,242,265,176,166,368,215,327,169,35,219,242,238,213,178,252,100,20,112,500,712,177,330,548,431,111,310,141,389,323,235,314,189,242,265,176,166,368,215,327,169,35,219,242,238,213,178,252,100,20,112,500,712,177,330,548,431,111,310,141,389,323,235,314,189,242,265,176,166,368,215,327,169,35,219,242
20,27,70,20,20,20,32,20,20,20,20,25,20,20,20,20,20,20,20,20,20,4719,261,7669,4108,805,5090,73,166,487,839,985,20,27,70,20,20,20,32,20,20,20,20,25,20,20,20,20,20,20,20,20,20,4719,261,7669,4108,805,5090,73,166,487,839,985,20,27,70,20,20,20,32,20,20,20,20,25,20,20,20,20,20,20,20,20,20,4719,261,7669,4108,805,5090,73,166,487,839,985,20,27,70,20,20,20,32
28.5,20,69.5,26,20,20,44.5,20,20,20,34,20,20,20,1423,2588,1643,1012.9,2636.5,20,20,2644,252,3207,3356,203,1713,80.5,30,352,152.5,393.25,28.5,20,69.5,26,20,20,44.5,20,20,20,34,20,20,20,1423,2588,1643,1012.9,2636.5,20,20,2644,252,3207,3356,203,1713,80.5,30,352,152.5,393.25,28.5,20,69.5,26,20,20,44.5,20,20,20,34,20,20,20,1423,2588,1643,1012.9,2636.5,20,20,2644,252,3207,3356,203,1713,80.5,30,352,152.5,393.25,28.5,20,69.5,26,20,20,44.5
439,166,20,20,20,20,20,77,88,145,159,187,165,70,130,330,20,20,175,20,20,147,20,82,86,20,20,20,20,20,92,20,439,166,20,20,20,20,20,77,88,145,159,187,165,70,130,330,20,20,175,20,20,147,20,82,86,20,20,20,20,20,92,20,439,166,20,20,20,20,20,77,88,145,159,187,165,70,130,330,20,20,175,20,20,147,20,82,86,20,20,20,20,20,92,20,439,166,20,20,20,20,20
1141.33333,2131.33333,727.33333,639.46667,41.33333,242.66667,576.23333,625,416.66667,1090,2110.66667,326,684.66667,348,847,2374.33333,1082,1068.43333,1699.33333,29.33333,95.5,1250.66667,205.66667,837,1268,466,1082.33333,36.33333,109.33333,102.33333,365.33333,1327.16667,1141.33333,2131.33333,727.33333,639.46667,41.33333,242.66667,576.23333,625,416.66667,1090,2110.66667,326,684.66667,348,847,2374.33333,1082,1068.43333,1699.33333,29.33333,95.5,1250.66667,205.66667,837,1268,466,1082.33333,36.33333,109.33333,102.33333,365.33333,1327.16667,1141.33333,2131.33333,727.33333,639.46667,41.33333,242.66667,576.23333,625,416.66667,1090,2110.66667,326,684.66667,348,847,2374.33333,1082,1068.43333,1699.33333,29.33333,95.5,1250.66667,205.66667,837,1268,466,1082.33333,36.33333,109.33333,102.33333,365.33333,1327.16667,1141.33333,2131.33333,727.33333,639.46667,41.33333,242.66667,576.23333
287,485,472.5,185.2,63,334,435.6,479.5,192.5,245.5,476,395.5,256.5,125,430.5,512.5,403.5,214,790,155,48.9,911,34,466,841,419.5,568.5,94,175.55,553,342,347.35,287,485,472.5,185.2,63,334,435.6,479.5,192.5,245.5,476,395.5,256.5,125,430.5,512.5,403.5,214,790,155,48.9,911,34,466,841,419.5,568.5,94,175.55,553,342,347.35,287,485,472.5,185.2,63,334,435.6,479.5,192.5,245.5,476,395.5,256.5,125,430.5,512.5,403.5,214,790,155,48.9,911,34,466,841,419.5,568.5,94,175.55,553,342,347.35,287,485,472.5,185.2,63,334,435.6
105,166.66667,166.33333,86.13333,29,70.66667,160.03333,118.33333,67.33333,158,170,145.66667,58.33333,27.66667,177,150,80,50.8,121.66667,57,41.96667,125,31,80,107.33333,28.33333,46.33333,25.33333,71.93333,21.33333,96.33333,106.56667,105,166.66667,166.33333,86.13333,29,70.66667,160.03333,118.33333,67.33333,158,170,145.66667,58.33333,27.66667,177,150,80,50.8,121.66667,57,41.96667,125,31,80,107.33333,28.33333,46.33333,25.33333,71.93333,21.33333,96.33333,106.56667,105,166.66667,166.33333,86.13333,29,70.66667,160.03333,118.33333,67.33333,158,170,145.66667,58.33333,27.66667,177,150,80,50.8,121.66667,57,41.96667,125,31,80,107.33333,28.33333,46.33333,25.33333,71.93333,21.33333,96.33333,106.56667,105,166.66667,166.33333,86.13333,29,70.66667,160.03333
20,20,20,20,20,20,20,20,20,20,20,20,20,29,20,994,20,29.3,20,54,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,29,20,994,20,29.3,20,54,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,29,20,994,20,29.3,20,54,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
397,274,551,232.2,108,213,342,195,204,184,385,737,336,120,575,732,579,189.8,826,301,96.3,511,57,110,165,100,133,107,97.2,97,346,129.7,397,274,551,232.2,108,213,342,195,204,184,385,737,336,120,575,732,579,189.8,826,301,96.3,511,57,110,165,100,133,107,97.2,97,346,129.7,397,274,551,232.2,108,213,342,195,204,184,385,737,336,120,575,732,579,189.8,826,301,96.3,511,57,110,165,100,133,107,97.2,97,346,129.7,397,274,551,232.2,108,213,342
313,269,470,170,73,128,146,183,272,176,172,20,34,152,168,308,128,196,163,44,72,145,116,328,186,141,152,116,112,86,153,22,313,269,470,170,73,128,146,183,272,176,172,20,34,152,168,308,128,196,163,44,72,145,116,328,186,141,152,116,112,86,153,22,313,269,470,170,73,128,146,183,272,176,172,20,34,152,168,308,128,196,163,44,72,145,116,328,186,141,152,116,112,86,153,22,313,269,470,170,73,128,146
20,20,59,20,27,79,20,25,20,53,57,20,64,20,58,120,20,20,119,20,20,147,20,36,35,55,26,20,20,20,71,37.5,20,20,59,20,27,79,20,25,20,53,57,20,64,20,58,120,20,20,119,20,20,147,20,36,35,55,26,20,20,20,71,37.5,20,20,59,20,27,79,20,25,20,53,57,20,64,20,58,120,20,20,119,20,20,147,20,36,35,55,26,20,20,20,71,37.5,20,20,59,20,27,79,20
328,387.66667,470.66667,234.86667,20,72,42,471.33333,259.33333,206.33333,138.33333,504.66667,308,71.33333,362,600,71.33333,346.4,978.66667,178,112.86667,118.66667,60,138,481.66667,286.66667,242,47.66667,215.93333,222,20,203.36667,328,387.66667,470.66667,234.86667,20,72,42,471.33333,259.33333,206.33333,138.33333,504.66667,308,71.33333,362,600,71.33333,346.4,978.66667,178,112.86667,118.66667,60,138,481.66667,286.66667,242,47.66667,215.93333,222,20,203.36667,328,387.66667,470.66667,234.86667,20,72,42,471.33333,259.33333,206.33333,138.33333,504.66667,308,71.33333,362,600,71.33333,346.4,978.66667,178,112.86667,118.66667,60,138,481.66667,286.66667,242,47.66667,215.93333,222,20,203.36667,328,387.66667,470.66667,234.86667,20,72,42
192,138,160,77,20,58,87,128,34,167,144,20,29,60,204,477,76,41,131,28,55,177,20,125,129,79,56,20,20,27,48,46,192,138,160,77,20,58,87,128,34,167,144,20,29,60,204,477,76,41,131,28,55,177,20,125,129,79,56,20,20,27,48,46,192,138,160,77,20,58,87,128,34,167,144,20,29,60,204,477,76,41,131,28,55,177,20,125,129,79,56,20,20,27,48,46,192,138,160,77,20,58,87
207,343,128,92.9,20,148,116.1,159,66,56,203,20,27,51,507,503,637,556.5,1210,148,104.5,463,99,92,131,103,200,66,134.8,72,50,116.7,207,343,128,92.9,20,148,116.1,159,66,56,203,20,27,51,507,503,637,556.5,1210,148,104.5,463,99,92,131,103,200,66,134.8,72,50,116.7,207,343,128,92.9,20,148,116.1,159,66,56,203,20,27,51,507,503,637,556.5,1210,148,104.5,463,99,92,131,103,200,66,134.8,72,50,116.7,207,343,128,92.9,20,148,116.1
450,774,588,266.8,21,458,219.1,483,177,233,432,253,192,204,547,1226,465,142.6,1027,162,69.8,424,120,192,321,215,123,117,133.3,49,117,223.8,450,774,588,266.8,21,458,219.1,483,177,233,432,253,192,204,547,1226,465,142.6,1027,162,69.8,424,120,192,321,215,123,117,133.3,49,117,223.8,450,774,588,266.8,21,458,219.1,483,177,233,432,253,192,204,547,1226,465,142.6,1027,162,69.8,424,120,192,321,215,123,117,133.3,49,117,223.8,450,774,588,266.8,21,458,219.1
240,293,211,152,20,220,96,341,172,222,169,114,108,280,619,1266,249,700,517,170,142,260,179,210,147,151,307,43,197,79,104,88,240,293,211,152,20,220,96,341,172,222,169,114,108,280,619,1266,249,700,517,170,142,260,179,210,147,151,307,43,197,79,104,88,240,293,211,152,20,220,96,341,172,222,169,114,108,280,619,1266,249,700,517,170,142,260,179,210,147,151,307,43,197,79,104,88,240,293,211,152,20,220,96
358,337,162,309.9,20,96,115.5,44,20,153,147,20,20,67,32,20,20,20,47,32,60.8,1594,20,1060,990,264,20,20,36.8,58,1219,625.7,358,337,162,309.9,20,96,115.5,44,20,153,147,20,20,67,32,20,20,20,47,32,60.8,1594,20,1060,990,264,20,20,36.8,58,1219,625.7,358,337,162,309.9,20,96,115.5,44,20,153,147,20,20,67,32,20,20,20,47,32,60.8,1594,20,1060,990,264,20,20,36.8,58,1219,625.7,358,337,162,309.9,20,96,115.5
260,53,221,125,114,189,121,198,261,163,205,249,92,292,370,348,156,239,203,505,189,187,177,254,181,180,120,131,190,237,76,110,260,53,221,125,114,189,121,198,261,163,205,249,92,292,370,348,156,239,203,505,189,187,177,254,181,180,120,131,190,237,76,110,260,53,221,125,114,189,121,198,261,163,205,249,92,292,370,348,156,239,203,505,189,187,177,254,181,180,120,131,190,237,76,110,260,53,221,125,114,189,121
326,644,527,245,140,501,745,696,476,566,553,188,266,459,557,1157,198,294,568,208,130,534,88,328,304,248,306,37,53,100,237,188,326,644,527,245,140,501,745,696,476,566,553,188,266,459,557,1157,198,294,568,208,130,534,88,328,304,248,306,37,53,100,237,188,326,644,527,245,140,501,745,696,476,566,553,188,266,459,557,1157,198,294,568,208,130,534,88,328,304,248,306,37,53,100,237,188,326,644,527,245,140,501,745
339,1005,751,190.9,45,375,805.2,570,244,426,626,301,24,106,362,614,349,114.2,925,27,54.3,776,20,122,661,221,99,62,81.7,20,161,315.8,339,1005,751,190.9,45,375,805.2,570,244,426,626,301,24,106,362,614,349,114.2,925,27,54.3,776,20,122,661,221,99,62,81.7,20,161,315.8,339,1005,751,190.9,45,375,805.2,570,244,426,626,301,24,106,362,614,349,114.2,925,27,54.3,776,20,122,661,221,99,62,81.7,20,161,315.8,339,1005,751,190.9,45,375,805.2
94,156,206,52.5,20,79.5,147,115,78.5,113.5,125.5,86,53,56,78,197,24.5,75,130,121.5,47,196.5,90,161.5,181,80,213,28.5,33.5,43.5,106,60.5,94,156,206,52.5,20,79.5,147,115,78.5,113.5,125.5,86,53,56,78,197,24.5,75,130,121.5,47,196.5,90,161.5,181,80,213,28.5,33.5,43.5,106,60.5,94,156,206,52.5,20,79.5,147,115,78.5,113.5,125.5,86,53,56,78,197,24.5,75,130,121.5,47,196.5,90,161.5,181,80,213,28.5,33.5,43.5,106,60.5,94,156,206,52.5,20,79.5,147
306.5,331,374.5,157.6,22.5,184.5,243.8,388.5,178.5,159,331,173,163.5,86,475.5,1673.5,235.5,169.35,451,75,84.7,767,90.5,229.5,364,295.5,229,54.5,120.65,86,190.5,200.65,306.5,331,374.5,157.6,22.5,184.5,243.8,388.5,178.5,159,331,173,163.5,86,475.5,1673.5,235.5,169.35,451,75,84.7,767,90.5,229.5,364,295.5,229,54.5,120.65,86,190.5,200.65,306.5,331,374.5,157.6,22.5,184.5,243.8,388.5,178.5,159,331,173,163.5,86,475.5,1673.5,235.5,169.35,451,75,84.7,767,90.5,229.5,364,295.5,229,54.5,120.65,86,190.5,200.65,306.5,331,374.5,157.6,22.5,184.5,243.8
2740,2427,4506,3129,1035,2783,3426,4203,3390,3603,4367,1354,1368,2801,5864,7606,1474,3187,4119,713,427,8862,3249,8183,6902,3640,6971,922,2171,2660,3897,3746,2740,2427,4506,3129,1035,2783,3426,4203,3390,3603,4367,1354,1368,2801,5864,7606,1474,3187,4119,713,427,8862,3249,8183,6902,3640,6971,922,2171,2660,3897,3746,2740,2427,4506,3129,1035,2783,3426,4203,3390,3603,4367,1354,1368,2801,5864,7606,1474,3187,4119,713,427,8862,3249,8183,6902,3640,6971,922,2171,2660,3897,3746,2740,2427,4506,3129,1035,2783,3426
385,437,268,247,43,132,287,201,234,270,389,275,38,89,871,916,354,264,718,87,85,499,35,288,479,190,171,95,152,180,229,340,385,437,268,247,43,132,287,201,234,270,389,275,38,89,871,916,354,264,718,87,85,499,35,288,479,190,171,95,152,180,229,340,385,437,268,247,43,132,287,201,234,270,389,275,38,89,871,916,354,264,718,87,85,499,35,288,479,190,171,95,152,180,229,340,385,437,268,247,43,132,287
106.5,51.5,97,68,23.5,77.5,81,151,45,34,52,49,117.5,63.5,85.5,109,46,164,70.5,145,112.5,162.5,150.5,233,184,172,151.5,82.5,113,22.5,150,87,106.5,51.5,97,68,23.5,77.5,81,151,45,34,52,49,117.5,63.5,85.5,109,46,164,70.5,145,112.5,162.5,150.5,233,184,172,151.5,82.5,113,22.5,150,87,106.5,51.5,97,68,23.5,77.5,81,151,45,34,52,49,117.5,63.5,85.5,109,46,164,70.5,145,112.5,162.5,150.5,233,184,172,151.5,82.5,113,22.5,150,87,106.5,51.5,97,68,23.5,77.5,81
54,139,205,83,20,20,71,20,21,73,47,27,20,20,38,302,20,20,128,20,20,41,20,20,28,133,27,20,20,41,20,20,54,139,205,83,20,20,71,20,21,73,47,27,20,20,38,302,20,20,128,20,20,41,20,20,28,133,27,20,20,41,20,20,54,139,205,83,20,20,71,20,21,73,47,27,20,20,38,302,20,20,128,20,20,41,20,20,28,133,27,20,20,41,20,20,54,139,205,83,20,20,71
116,20,105,20,21,20,20,20,20,26,20,20,20,20,20,138,40,33,47,20,20,20,20,20,35,51,20,39,20,28,194,20,116,20,105,20,21,20,20,20,20,26,20,20,20,20,20,138,40,33,47,20,20,20,20,20,35,51,20,39,20,28,194,20,116,20,105,20,21,20,20,20,20,26,20,20,20,20,20,138,40,33,47,20,20,20,20,20,35,51,20,39,20,28,194,20,116,20,105,20,21,20,20
109,20,117,26.33333,23.66667,64,80.33333,27,189.33333,92.66667,144.33333,193,149.33333,20,134.66667,259.33333,20,144,285.66667,20,20,116.66667,55,146,26.66667,47.66667,20,20,20,69.66667,20,20,109,20,117,26.33333,23.66667,64,80.33333,27,189.33333,92.66667,144.33333,193,149.33333,20,134.66667,259.33333,20,144,285.66667,20,20,116.66667,55,146,26.66667,47.66667,20,20,20,69.66667,20,20,109,20,117,26.33333,23.66667,64,80.33333,27,189.33333,92.66667,144.33333,193,149.33333,20,134.66667,259.33333,20,144,285.66667,20,20,116.66667,55,146,26.66667,47.66667,20,20,20,69.66667,20,20,109,20,117,26.33333,23.66667,64,80.33333
120.5,141,118,93.45,30,101,160.75,98.5,51.5,91,180.5,302.5,158,75,98.5,123,239.5,102,293.5,200.5,73.3,158.5,67,34,26,31,22,48,45.9,42.5,113.5,47.6,120.5,141,118,93.45,30,101,160.75,98.5,51.5,91,180.5,302.5,158,75,98.5,123,239.5,102,293.5,200.5,73.3,158.5,67,34,26,31,22,48,45.9,42.5,113.5,47.6,120.5,141,118,93.45,30,101,160.75,98.5,51.5,91,180.5,302.5,158,75,98.5,123,239.5,102,293.5,200.5,73.3,158.5,67,34,26,31,22,48,45.9,42.5,113.5,47.6,120.5,141,118,93.45,30,101,160.75
91,134,228,24.7,65,20,961.8,608,134,567,1323,654,115,72,20,375,170,95.1,360,20,20,880,325,64,531,174,266,20,20,40,1129,271.3,91,134,228,24.7,65,20,961.8,608,134,567,1323,654,115,72,20,375,170,95.1,360,20,20,880,325,64,531,174,266,20,20,40,1129,271.3,91,134,228,24.7,65,20,961.8,608,134,567,1323,654,115,72,20,375,170,95.1,360,20,20,880,325,64,531,174,266,20,20,40,1129,271.3,91,134,228,24.7,65,20,961.8
20,171,24,55,61,53,39,52,40,94,60,20,20,96,101,51,20,20,20,20,22,82,20,20,20,20,54,20,20,20,20,69,20,171,24,55,61,53,39,52,40,94,60,20,20,96,101,51,20,20,20,20,22,82,20,20,20,20,54,20,20,20,20,69,20,171,24,55,61,53,39,52,40,94,60,20,20,96,101,51,20,20,20,20,22,82,20,20,20,20,54,20,20,20,20,69,20,171,24,55,61,53,39
119,153,131,24,20,85,125,111,35,145,126,55,30,66,20,356,44,115,82,20,20,122,45,116,118,84,108,20,39,29,95,80,119,153,131,24,20,85,125,111,35,145,126,55,30,66,20,356,44,115,82,20,20,122,45,116,118,84,108,20,39,29,95,80,119,153,131,24,20,85,125,111,35,145,126,55,30,66,20,356,44,115,82,20,20,122,45,116,118,84,108,20,39,29,95,80,119,153,131,24,20,85,125
35,20,347,318.1,20,20,20,20,54,39,108,157,260,100,442,224,20,73.9,126,73,20,20,196,226,303,20,108,153,20,20,90,20,35,20,347,318.1,20,20,20,20,54,39,108,157,260,100,442,224,20,73.9,126,73,20,20,196,226,303,20,108,153,20,20,90,20,35,20,347,318.1,20,20,20,20,54,39,108,157,260,100,442,224,20,73.9,126,73,20,20,196,226,303,20,108,153,20,20,90,20,35,20,347,318.1,20,20,20
20,71,80,59,20,49,122,105,20,60,96,25,35,20,20,167,20,20,20,20,20,93,20,20,24,20,20,20,20,20,20,42,20,71,80,59,20,49,122,105,20,60,96,25,35,20,20,167,20,20,20,20,20,93,20,20,24,20,20,20,20,20,20,42,20,71,80,59,20,49,122,105,20,60,96,25,35,20,20,167,20,20,20,20,20,93,20,20,24,20,20,20,20,20,20,42,20,71,80,59,20,49,122
20,20,20,20,20,20,20,20,20,455,20,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,455,20,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,455,20,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
100,119,147,77,20,64,20,20,33,57,20,20,20,20,57,358,20,45,196,20,20,68,72,173,27,20,69,20,81,46,53,59,100,119,147,77,20,64,20,20,33,57,20,20,20,20,57,358,20,45,196,20,20,68,72,173,27,20,69,20,81,46,53,59,100,119,147,77,20,64,20,20,33,57,20,20,20,20,57,358,20,45,196,20,20,68,72,173,27,20,69,20,81,46,53,59,100,119,147,77,20,64,20
20,99,203,20,20,20,20,20,20,190,262,20,20,57,104,479,20,255.8,375,20,320.8,20,26,20,20,29,20,47,20,20,20,20,20,99,203,20,20,20,20,20,20,190,262,20,20,57,104,479,20,255.8,375,20,320.8,20,26,20,20,29,20,47,20,20,20,20,20,99,203,20,20,20,20,20,20,190,262,20,20,57,104,479,20,255.8,375,20,320.8,20,26,20,20,29,20,47,20,20,20,20,20,99,203,20,20,20,20
491,663,1220,529.1,20,1042,945.5,1060,427,312,1335,1686,652,234,1016,820,879,144.9,899,502,312.7,993,91,281,668,209,141,236,165.5,128,735,179.5,491,663,1220,529.1,20,1042,945.5,1060,427,312,1335,1686,652,234,1016,820,879,144.9,899,502,312.7,993,91,281,668,209,141,236,165.5,128,735,179.5,491,663,1220,529.1,20,1042,945.5,1060,427,312,1335,1686,652,234,1016,820,879,144.9,899,502,312.7,993,91,281,668,209,141,236,165.5,128,735,179.5,491,663,1220,529.1,20,1042,945.5
459.33333,632.66667,689.66667,353.76667,64,448.33333,667.6,664,240.66667,329.66667,403,910,99.33333,97.66667,965,933.66667,311.66667,157,636,99.33333,114.8,699,181,184.33333,492.33333,326.66667,366.33333,110,368.33333,256.33333,371.33333,363.4,459.33333,632.66667,689.66667,353.76667,64,448.33333,667.6,664,240.66667,329.66667,403,910,99.33333,97.66667,965,933.66667,311.66667,157,636,99.33333,114.8,699,181,184.33333,492.33333,326.66667,366.33333,110,368.33333,256.33333,371.33333,363.4,459.33333,632.66667,689.66667,353.76667,64,448.33333,667.6,664,240.66667,329.66667,403,910,99.33333,97.66667,965,933.66667,311.66667,157,636,99.33333,114.8,699,181,184.33333,492.33333,326.66667,366.33333,110,368.33333,256.33333,371.33333,363.4,459.33333,632.66667,689.66667,353.76667,64,448.33333,667.6
251,1059,660,384,198,287,288,629,20,315,461,20,20,33,83,1046,242,325,403,20,20,766,251,503,424,283,550,61,137,147,200,322,251,1059,660,384,198,287,288,629,20,315,461,20,20,33,83,1046,242,325,403,20,20,766,251,503,424,283,550,61,137,147,200,322,251,1059,660,384,198,287,288,629,20,315,461,20,20,33,83,1046,242,325,403,20,20,766,251,503,424,283,550,61,137,147,200,322,251,1059,660,384,198,287,288
20,20,20,20,25,20,20,20,20,32,45,441,20,114,20,20,20,400.6,20,263,27.3,20,35,20,20,20,20,20,69.5,20,128,20,20,20,20,20,25,20,20,20,20,32,45,441,20,114,20,20,20,400.6,20,263,27.3,20,35,20,20,20,20,20,69.5,20,128,20,20,20,20,20,25,20,20,20,20,32,45,441,20,114,20,20,20,400.6,20,263,27.3,20,35,20,20,20,20,20,69.5,20,128,20,20,20,20,20,25,20,20
216,20,107,53,20,137,20,36,32,20,20,155,149,92,145,309,131,102,165,172,132,72,37,306,93,88,20,20,118,26,109,67,216,20,107,53,20,137,20,36,32,20,20,155,149,92,145,309,131,102,165,172,132,72,37,306,93,88,20,20,118,26,109,67,216,20,107,53,20,137,20,36,32,20,20,155,149,92,145,309,131,102,165,172,132,72,37,306,93,88,20,20,118,26,109,67,216,20,107,53,20,137,20
238,402,318,88.1,20,91,231.1,281,134,198,308,307,156,96,165,579,20,78.6,413,82,39,426,20,60,272,49,47,20,75.1,44,106,93,238,402,318,88.1,20,91,231.1,281,134,198,308,307,156,96,165,579,20,78.6,413,82,39,426,20,60,272,49,47,20,75.1,44,106,93,238,402,318,88.1,20,91,231.1,281,134,198,308,307,156,96,165,579,20,78.6,413,82,39,426,20,60,272,49,47,20,75.1,44,106,93,238,402,318,88.1,20,91,231.1
