%
@relation cancer
@attribute BR_BR8T real
@attribute BR_BR10T real
@attribute BR_BR14T real
@attribute BR_BR16T real
@attribute BR_BR17T real
@attribute BR_BR20T real
@attribute BR_BR6T real
@attribute BR_BR15T real
@attribute BR_BR21T real
@attribute BR_BR29T real
@attribute BR_BR31T real
@attribute BR_BR32T real
@attribute BR_U1 real
@attribute BR_U16 real
@attribute BR_UX7 real
@attribute BR_UX8 real
@attribute BR_UX19 real
@attribute BR_B24T real
@attribute BR_B46T real
@attribute BR_B30T real
@attribute BR_B34T real
@attribute BR_B36T real
@attribute BR_B37T real
@attribute BR_B38T real
@attribute BR_B39T real
@attribute BR_B41T real
@attribute PR_PR29T real
@attribute PR_PR13BT real
@attribute PR_PR8T real
@attribute PR_PR21T real
@attribute PR_PR27T real
@attribute PR_PR9T real
@attribute PR_PR7T real
@attribute PR_PR19T real
@attribute PR_PR5T real
@attribute PR_PR24T real
@attribute PR_U40 real
@attribute PR_U41 real
@attribute PR_PR4 real
@attribute PR_PR3 real
@attribute PR_PR1 real
@attribute PR_PR10 real
@attribute PR_PR22 real
@attribute PR_PR12 real
@attribute PR_PR31 real
@attribute PR_PR30 real
@attribute PR_PR26 real
@attribute PR_PR16 real
@attribute PR_PR23 real
@attribute PR_PR6 real
@attribute PR_PR11 real
@attribute PR_PR17 real
@attribute LU_A_LU_A31T real
@attribute LU_A_LU_A34T real
@attribute LU_A_LU_A39T real
@attribute LU_A_LU_A8T real
@attribute LU_A_LU_A20T real
@attribute LU_A_LU_A5T real
@attribute LU_A_LU_A6T real
@attribute LU_A_LU_A17T real
@attribute LU_A_LU_A18T real
@attribute LU_S_LU_S19T real
@attribute LU_S_LU_S24T real
@attribute LU_S_LU_S25T real
@attribute LU_S_LU_S12T real
@attribute LU_S_LU_S13T real
@attribute LU_S_LU_S14T real
@attribute LU_S_LU_S11T real
@attribute LU_S_LU_S7T real
@attribute LUA_U17 real
@attribute LUA_UX4 real
@attribute LUA_LU40T real
@attribute LUA_LU44T real
@attribute LUA_LU33T real
@attribute LUS_U2 real
@attribute LUS_U19 real
@attribute LUS_LU41T real
@attribute LUS_LU30T real
@attribute LUS_LU26T real
@attribute LUS_LU36T real
@attribute CO_CO7T real
@attribute CO_CO9T real
@attribute CO_CO42T real
@attribute CO_CO15T real
@attribute CO_CO40T real
@attribute CO_CO27T real
@attribute CO_CO30T real
@attribute CO_CO32T real
@attribute CO_CO20T real
@attribute CO_CO24T real
@attribute CO_CO8T real
@attribute CO_U6 real
@attribute CO_U12 real
@attribute CO_CO14T real
@attribute CO_CO21T real
@attribute CO_CO23T real
@attribute CO_CO5T real
@attribute CO_CO43T real
@attribute CO_CO44T real
@attribute CO_CO49T real
@attribute CO_CO51T real
@attribute CO_CO56T real
@attribute CO_CO61T real
@attribute class_label real
@data
141.91,235.49,83.28,204.88,278.91,103.07,267.25,557.61,405.65,274.25,251.83,257.08,347.3,96.27,451.27,487.16,561.25,141.39,273.67,349.03,379.28,639.39,460.44,445.41,385.99,268.64,475.68,595.13,567.76,774.97,548.05,619.07,507.91,672.24,578.9,522.39,449.37,751.13,396.44,439.85,352,471.34,435.43,776.36,754.12,560.96,631.48,396.35,601.42,545.4,559.29,449.37,273.28,649.63,1221.48,490.82,673.6,135.26,128.04,769.82,455.89,239.45,406.82,350.14,201.31,155.02,215.6,204.08,269.66,430.61,381.68,513.41,977.49,523.49,231.4,421.48,345.55,304.21,85.43,413.08,271.85,420.61,233.76,294.61,558.61,411.73,488.19,773.38,378.64,713.96,384.89,500.83,504.79,598.87,995.91,1016.28,222,778.88,300.31,635.46,733.46,655.81,323.26,0
67.73,126.47,155.65,154.73,111.57,151.31,44.01,87.53,106.29,157.84,29.02,69.72,106.94,110.38,20,44.19,171.4,92.82,53.93,164.57,159.64,82.08,80.87,137.63,65.7,65.64,310.72,221.54,392.09,458.27,337.26,320.62,341.4,410.24,341.45,348.9,201.24,56.74,388.22,407.86,243,473.28,471.38,507.43,319.41,277.64,181.63,426.1,294.92,353.07,370.8,201.24,509.01,126.09,139.39,99.74,172.18,83.69,112.52,253.08,281.84,137.26,40.97,82.62,34.07,54.31,139.45,20,26.26,342.12,149.4,338.95,288.09,169.43,70.47,58.24,53.62,67.27,30.88,104.04,107.73,160.76,73.22,127.29,46.72,63.86,56,95.55,88.03,96.4,30.83,176.46,277.83,63.61,141.99,215.18,70.93,93.31,36.23,130.8,25.95,76.93,20,0
181.68,217.17,232.98,94.97,89.65,190.78,384.25,356.61,203.91,81.72,99.49,87.15,137.5,1030.68,132.55,84.28,128.55,161.9,89.89,72.9,101.78,55.08,78.72,140.88,98.55,30.3,36.44,70.49,169.84,127.94,41.2,127.04,59.69,125.87,20,147.31,54.71,147.7,53.41,115.96,49,86.32,67.91,58.89,50.09,125.08,64,110.24,75.18,68.89,48.41,54.71,190.88,147.28,115.64,62.22,61.42,154.72,205.64,111.18,71.2,30.06,52.4,43.28,32,233.03,102.86,65.39,40.4,106.84,211.56,44.86,96.03,159.28,57.85,77.98,111.21,163.65,262.48,74.17,249.7,321.52,184,374.67,78.52,207.77,240.92,125.41,451.82,458.67,142,80.58,61.63,55.78,148.85,103.04,283.72,35.36,80.08,80.04,82.67,81.74,108.69,2
155.88,98.56,247.85,167.53,105.59,266.44,142.75,258.27,155.1,217.16,77.73,92.59,217.96,286.23,417.15,87.36,192.31,191.04,25.97,57.44,161.78,69.12,118.61,102.95,337.74,27.27,78.64,119.83,66.97,72.36,207.92,233.91,20,111.88,62.8,86.26,77.17,20,43.14,103.96,64,256.04,199.74,106.98,51.03,27.48,89.4,134.74,120.48,106.21,173.04,77.17,819.84,91.8,198.25,242.94,554.79,540.06,325.93,393.91,699.16,160.3,102.89,130.81,148.66,131.32,330.33,104.02,132.3,75.55,51.25,285.12,356.83,289.14,227.2,178.66,136.04,160.64,145.13,447.08,175.19,132.45,27.22,174.51,20,174.41,116.24,55.74,125.15,149.36,20,60.18,150.65,52.84,139.06,52.53,71.85,52.06,209.74,20,20,30.77,20,0
20,20,25.78,22.41,36.86,20,20,20,41.22,57.09,20,23.96,20,20,20,20,20,20,49.94,20.99,20,20,47.45,20,48.25,20,240.71,193.34,107.73,20,20,20,24.09,20,43.17,151.19,20,20,20,20,224,95.04,42.94,20,20,20,20,20,99.27,31.58,229.69,20,43.81,20,20,28.64,58.4,64.22,57.23,20,20,77.15,20,20,20,37.52,80.11,20.8,50.5,20,20,20,26.28,20,20,30.6,20,20,57.64,87.56,33.23,20,20,20,20,24.78,26.42,20,20,20,20,20,20,20,20,20,24.87,20,23.83,20,20,20,20,1
309.62,560.81,521.47,268.91,241.06,858.52,499.09,435.5,535.8,443.28,318.16,383.44,335.08,1408.04,120.86,119.22,261.29,406.9,397.52,193.29,286.07,208.45,305.16,222.16,415.76,236.32,88.23,108.75,210.6,192.96,166.72,206.69,157.09,175.29,95.17,188.99,169,341.34,117.08,136.95,70,321.02,136.82,134.47,125.69,144.03,89.4,199.49,163.85,159.79,144.2,169,413.05,249.16,236.45,222.2,228.56,372.69,275.49,211.78,97.9,219.42,186.73,162.28,155.89,657.61,220.55,165.45,179.77,157.57,490.74,281.13,207.22,425.09,270.32,294.15,199.59,355.42,374.67,482.1,521.55,485.32,236.57,896.14,181.9,485.12,459.66,220.97,864.41,737.26,252.23,147.9,340.44,118.4,156.68,72.74,443.08,108.04,246.92,150.32,109.59,79.81,119.93,1
54.83,20,48.58,20,20,20,88.01,162.1,40.13,162.31,23.84,66.45,20,33.37,149.12,43.17,117.06,35.62,77.91,20,23.57,20.52,24.8,20,123.19,20,65.21,49.34,30.09,50.34,70.9,56.46,65.98,38.23,67.7,48.46,50.8,62.14,53.41,78.97,57,87.29,44.94,84.41,59.54,21.79,33.88,54.25,65.54,95.68,74.16,50.8,200.27,56.49,62.98,68.14,125.86,187.8,126.1,105.89,145.37,97.18,24.77,36.39,20,20,77.14,41.61,33.33,48.57,187.57,109.66,130.4,216.09,34.71,139.18,119.16,139.56,198.66,232.81,46.32,60.66,32.86,132.42,89.46,73.39,68.68,63.7,20,235.16,85.95,59.16,20,45.01,71.49,25.26,126.2,32.41,163.03,20,41.34,20,72.15,2
679.76,572.555,548.82,644.92,309.795,895.25,508.75,605.16,527.36,629.665,398.115,498.905,413.32,1204.335,290.215,261.565,338.18,465.72,524.36,436.84,386.78,420.14,386.33,475.75,415.495,482.74,139.54,152.49,218.665,195.09,132.64,181.985,202.17,220.715,140.31,199.96,206.845,268.48,174.33,161.95,154,202.03,210.735,157.225,146.48,236.94,172.34,171.925,186.86,263.13,171.195,206.845,470.42,478.565,299.95,395.515,279.41,379.015,491.13,380.145,392.595,188.355,351.555,174.74,196.34,469.51,235.985,233.9,201.89,275.205,447.3,210.38,210.26,445.885,379.185,266.51,312.29,314.75,502.305,407.93,445.465,355.285,309.94,609.48,291.295,526.57,554.76,265.305,597.055,472.91,319.495,306.825,383.485,277.14,307,255.99,441.565,263.405,306.51,182.285,200.335,164.815,224.1,1
20,81.11,84.27,93.9,54.79,177.62,105.18,130.76,99.78,146.64,54.93,90.41,98.79,123.22,191.03,47.28,117.06,20,252.69,58.54,109.28,54,92.73,62.86,137.56,20.2,20,50.35,79.58,20,74.73,35.29,58.65,122.14,41.21,31.01,50.8,20,32.87,59.98,55,164.87,57.92,80.48,40.64,38.85,35.76,47.25,103.13,80.37,96.82,50.8,282.67,37.32,112.55,108.63,169.16,229.65,171.69,103.77,201.74,138.26,48.59,20,20,20,260.11,28.73,78.78,47.49,114.5,119.63,195.09,271.89,35.76,108.58,133.06,82.33,71.02,335.82,141.97,20,20,187.85,64.61,92.45,41.21,55.74,39.24,39.19,22.42,82.62,20,20,74.42,20,106.85,78.58,179.23,52.71,96.13,20,42.16,1
20,20,20,65.09,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,39.64,20,20,20,75.97,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,44.29,20,341.08,20,20,121.47,168.15,68.12,20,168.36,470.72,103.2,20,20,20,20,48.46,20,57.57,20,20,89.72,87.94,131.89,20,39.48,28.8,20,20,327.58,20,20,20,20,20,20,20,20,20,20,20,20,20,20,32.32,20,20,20,47.67,20,20,20,20,2
269.84,85.47,239.92,262.51,137.46,148.02,250.08,404.16,170.28,295.52,81.87,153.59,258.7,317.03,355.75,80.16,176.63,140.31,486.41,122.6,275.35,116.65,203.8,190.73,461.95,60.59,24.93,85.59,49.5,65.02,108.27,112.92,75.4,93.24,31.4,59.12,30.28,90.96,71.89,91.97,43,221.12,92.88,60.85,35.91,39.8,27.29,49.87,90.6,79.42,117.42,30.28,368.2,198.72,339.7,262.69,367.51,764.84,558.73,392.85,514.23,348.66,98.13,83.6,106.33,208.34,397.58,68.36,245.42,41.01,282.45,257.2,324.48,430.16,183.02,284.28,238.31,90.36,181.16,640.74,123.84,141.55,39.43,325.4,66.6,251.61,132.09,113.47,138.94,141.94,133.59,185.64,200.55,43.06,110.66,30.31,127.12,29.47,256.46,31.24,20,25.96,41.23,0
105.36,95.07,172.5,123.78,76.7,85.52,115.92,151.29,125.82,138.81,93.27,95.86,195.55,137.34,210.53,59.61,105.56,56.12,105.87,127.02,95.36,138.25,95.97,105.12,331.58,88.87,46.99,74.52,79.58,97.53,71.86,72.59,79.59,73.66,50.04,48.46,83.04,25.22,109.89,113.96,84,97.95,68.91,68.7,105.84,89.07,60.23,70,70.36,109.08,101.97,83.04,129.34,78.68,82.6,144.18,108.74,170.29,94.09,175.78,250.19,118.22,425.87,85.57,322.1,101.7,208.68,107,123.21,93.89,76.34,113.65,137.48,190.73,190.38,131.28,197.6,421.68,135.87,153.49,195.33,222.44,164.29,169.37,155.06,145.82,282.14,207.03,191.97,212.92,127.05,206.04,136.96,122.32,222.29,233.36,167.65,214.12,108.68,173.75,102.86,332.71,181.77,2
1824.365,453.1,763.365,514.87,795.405,1056.42,1022.865,721.335,730.485,691.79,506.775,777.23,1092.325,410.73,226.12,438.34,656.355,362.11,666.19,630.13,871.585,621.575,637.285,426.445,1110.74,595.34,400.87,432.505,489.145,505.465,361.695,631.67,561.32,531.455,421.905,649.35,354.61,257.585,539.2,685.27,556.5,466.98,526.31,437.745,337.84,436.83,448.435,325.045,548.405,380.825,353.805,354.61,926.755,327.845,304.595,592.535,411.31,620.34,441.36,941.885,1613.41,469.39,762.18,343.255,540.955,141.69,783.785,672.185,158.055,237.43,1027.27,706.81,660.59,624.945,529.07,330.67,474.14,461.34,384.965,856.555,384.615,570.755,331.39,230.45,382.68,212.055,375.65,399.13,186.14,578.37,314.355,345.28,394.25,194.73,463.68,329.33,398.865,558.375,269.805,280.15,66.81,264.435,115.715,0
221.995,216.305,205.22,290.25,127.005,32.475,97.135,181.55,94.6,177.985,116.07,155.225,201.66,70.97,172.515,180.885,119.67,241.765,163.8,111.56,162.855,100.445,159.05,162.015,264.345,107.05,39.73,30.14,106.76,23.11,115.935,182.495,95.3,91.84,82.42,104.185,60.08,71.605,84.73,118.46,63.5,191.545,37.965,63,20,83.86,153.87,67.81,38.43,81.33,64.59,60.08,194.01,169.47,142.49,151.59,226.545,209.215,376.37,119.595,367.38,146.775,161.96,112.615,121.305,215.745,189.39,73.315,218.655,99.575,214.29,328.98,164.77,246.02,305.555,197.42,83.41,169.675,225.935,285.865,109.745,184.015,79.47,111.11,100.89,88.63,100.875,53.75,239.17,205.505,162.545,84.66,128.155,180.055,85.2,158.605,154.295,95.765,168.75,86.385,49.985,79.81,117.59,0
1329.84,1509.74,1703.2,2034.95,2945.53,1032.85,1904.05,2282.33,2139.94,2519.77,1019.77,2599.11,1065.34,621.23,1068.22,2605.36,2508.36,1956.79,1005.78,828.39,1838.53,1886.86,890.69,2500.13,1165.15,791.77,2182.74,2870.92,2351.58,3054.79,2465.28,2754.55,2374.09,2179.89,2612.88,3422.16,2142.33,1504.06,3121.2,3256.9,2362,2604.02,2211.11,3197.72,2633.75,1745.42,1514.23,2006.27,2403.73,2224.66,2339.13,2142.33,2645.2,1695.7,2500.79,3665.81,2020.8,3098.29,1316.32,1847.77,686.3,2899.5,1600.59,1799.87,1899.54,1201.67,2097.67,1560.35,863.51,1795.84,2079.63,4990.53,2129.86,2853.86,1016.07,1303.93,1463.63,1157.61,1562.5,2172.55,1967.39,2085.85,2002.41,1172.27,2266.25,995.01,1702.32,2107.14,1401.08,1483,1512.46,1738.12,2385.04,1474.67,2326.73,965.77,1822.97,2428.96,2589.34,1848.78,1747.62,1565.48,1715.62,2
60.2,20,20,20,97.62,20,132.02,20,20,63.81,20,27.23,20,301.63,20,20,20,20,51.94,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,80.54,199.49,20,20,81.48,20,20,20,20,20,20,171.81,20,20,174.72,20,33.81,20,20,20,20,20,21.85,20,169.84,20,20,20,20,20,20,20,20,20,20,219.27,35.5,20,20,20,20,20,20,20,20,20,20,20,20,0
181.68,130.83,191.34,323.33,178.31,69.08,52.59,108.06,75.92,20,95.34,20,128.33,160.44,201.75,20.56,22.99,210.47,92.89,32.03,250.71,192.25,98.13,279.6,198.13,211.07,88.23,91.64,140.73,104.87,111.14,158.3,158.13,151.98,159.93,158.94,73.27,147.7,134.54,132.96,80,167.78,116.85,101.09,93.56,155.4,54.58,102.37,142.64,108.12,157.59,73.27,63.63,71.62,79.5,180.72,100.69,251.06,297.8,156.72,227.45,81.15,111.47,169.17,137.3,223.15,196.81,65.39,206.03,147.85,176.66,139.57,144.55,208.99,173.55,233.94,119.16,96.38,243.95,232.81,144.99,162.78,96.69,115.99,152.08,167.74,125.75,81.62,134.7,294.48,127.98,213.19,76.31,124.28,177.25,117.19,198.05,80.54,172.56,131.78,104.78,79.81,140.55,1
3647.66,537.26,2735.23,2332.67,2569,2868.3,2886.13,3322.99,1962.07,2519.77,634.25,1635.06,1967.71,951.1,3589.66,931.15,2914.93,1598.46,3975.17,746.66,3418.86,1759.42,2176.03,1717.69,4357.77,373.67,653.1,747.19,550.29,777.07,1729.44,1856.19,1381.31,1345.41,658.37,802.48,730.72,689.89,1192.4,900.7,666,2665.12,938.77,1082.59,742.78,719.2,447.97,909.95,844.29,997.03,1434.79,730.72,6340.76,1838.95,3123.41,5455.26,2249.36,12049.68,4781.23,8274.2,3758.85,2444.64,1397.65,864.53,1460.79,1608.48,2777.11,981.78,1941.14,713.37,1830.99,3046.56,2582.72,6111.49,1746.04,1771.8,2494.32,1616.44,1452.36,5531.82,1017.93,828.07,249.71,3417.23,727.59,4360.32,977.43,1185.45,2664.28,757.39,2414.88,1001.66,1568.18,735.86,936.18,772.82,5055.32,722.89,6895.69,541.75,409.51,525.99,261.42,2
20,20,30.82,20,20,20,30.93,20,20,20,20,20,60.415,20,148.4,20,20,36.985,20,20,20,20,20,20,25.91,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,90.98,20,20,20,20,20,20,20,20,20,20,194.62,236.55,59.045,119.62,404.26,66.925,719.76,29.59,369.47,294.055,20,47.865,20,20,519.72,36.255,103.925,20,88.52,300.57,152.135,163.7,74.69,40.105,36.81,38.11,53.745,417.72,20,79.765,20,20,20,20,20,20,20,26.42,20,20,20,20,20,86.27,20,20,20,20,20,20,20,1
20,20,20,20,20,20,20,83.21,20,20,20,20,49.91,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,54.32,123.85,20,20,20,61.31,20,20,20,20,96.77,20,20,20,20,20,20,20,20,20,20,20,20,20,43.27,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2
233.29,197.11,212.16,160.06,64.75,331.13,172.8,264.76,289.59,363.81,191.72,171.02,211.85,370.94,139.38,91.47,166.18,212.62,264.68,99.41,189.64,143.65,158.51,212.41,358.27,136.34,101.66,144,152.37,106.96,277.86,146.2,102.63,107.22,82.42,151.19,79.13,136.9,115.03,118.96,123,167.78,339.56,122.69,103.01,153.51,132.7,239.74,155.17,170.32,162.74,79.13,390.1,294.55,191.02,197.51,199.36,222.84,465.61,295.43,226.46,198.38,76.22,115.07,166.21,276.47,162.2,81.24,212.09,76.63,126.5,162.5,94.01,250.59,172.5,139.18,117.17,135.54,157.49,180.27,211.44,140.54,177.43,362.36,75.54,279.25,250.43,132.38,331.97,307.19,147.6,126.48,94.89,122.32,142.97,113.14,158.44,87.41,122.98,74.19,150.92,42.31,59.03,0
542.9,263.4,618.63,262.51,136.47,888.12,348.83,466.84,542.31,303.36,307.8,273.42,310.64,1215.51,329.43,231.25,242.48,425.25,330.6,256.25,193.92,277.58,379.57,250.34,259.72,491.83,67.13,106.74,287.28,262.17,198.33,264.16,210.49,124.01,55.93,135.68,167.05,211.65,191.03,176.94,129,290.95,222.71,245.37,161.6,223.63,232.45,92.75,160.96,245.91,243.08,167.05,342.12,389.38,185.86,83.94,304.08,273.44,421.96,372.73,348.1,336.64,89.56,198.67,205.44,303.13,295.71,144.64,183.81,138.14,162.49,235.27,209.25,255.66,120.96,222.09,137.03,96.38,168.81,188.51,536.65,337.7,292.9,326.43,243.52,274.49,206.05,244.85,709.56,274.36,260.64,196.86,240.66,267.14,256.57,367.72,242.26,198.4,254.55,231.34,223.02,189.43,241.74,0
324.67,202.35,180.43,241.16,57.78,133.77,70.84,228.02,241.87,182.46,172.03,149.24,279.07,69.31,151.07,181.91,155.73,177.01,186.77,157.95,165,146.89,20,213.49,366.48,124.22,128.51,118.82,122.29,125.84,164.8,151.24,83.78,161.3,133.44,43.61,106.48,48.63,144.81,131.96,148,175.54,83.89,149.19,150.26,94.76,20,125.99,133.01,136.83,118.45,106.48,319.18,122.06,202.38,743.63,208.42,487.51,232.81,335.67,366.89,115.22,229.61,116.06,120.79,73.07,251.21,235.79,175.73,178.07,20,198.38,271.92,366.24,172.5,181.62,50.64,39.16,137.93,211.18,424.89,181.99,545.43,383.91,622.23,386.95,549.48,772.39,474.1,257.41,400.77,402.91,225.98,519.61,380.93,558.65,366.62,700.3,494.8,534.92,595.04,970.25,503.16,1
674.06,266.01,932.89,1655.07,2145.65,2076.66,2654.3,1724.71,1992.44,985.07,307.8,2375.8,2874.17,510.85,827.48,3338.15,2056.86,614.13,356.57,1106.74,989.98,1542.32,850.79,2740.71,846.92,966.49,1870.1,2402.67,1843.03,1729.27,1928.73,1516.41,2018.03,1948.66,2608.95,2213.6,1372.54,1542.79,2891.14,3071.97,2786,1803.9,1949.45,1913.92,1533.76,1130.45,1671.4,1574.92,1644.25,2033.29,1584.14,1372.54,461.03,1424.35,1318.54,857.2,1963.41,1496.6,1916.76,1493.04,846.51,1981.76,2069.33,2857.16,2674.84,871.88,1441.96,1278.99,714.04,3415.77,1845.17,1659.85,991.64,967.86,1609.3,840.99,2196.43,1167.65,885.21,1889.27,1070.29,596.54,1253.27,730.87,1589.36,681.45,998.57,991.36,610.92,901.45,523.15,853.76,890.23,1160.55,181.16,852.63,1065.78,459.67,1164.06,1336.32,789.22,1068.33,785.19,1
852.52,941.95,1017.16,723.49,510.01,1316.83,672.97,686.21,574.85,734.33,507.81,1161.21,108.98,1111.54,473.68,274.41,451.51,699.39,552.33,487.1,436.06,397.46,460.44,519.1,547.16,521.11,187.01,177.23,362.01,302.02,230.91,353.9,284.85,311.41,222.73,305.29,293.07,457.52,278.33,308.9,171,353.02,304.6,178.63,266.49,335.44,356.68,313.23,268.9,338.72,231.75,293.07,742.66,338.94,344.87,187.64,295.02,1706.79,573.28,890.53,460.83,338.64,346.79,271.46,20,263.64,408.46,308.11,975.62,465.15,707.75,252.22,817.78,584.37,396.54,250.72,254.2,326.3,689.64,494.46,602.1,1160.72,600.82,686.73,595.39,310.7,456.49,642.99,1251.53,636.63,556.78,483.49,580.12,407.07,375.06,446.52,381.36,593.24,224.99,336.76,340.3,368.29,418.83,2
162.33,204.09,20,86.43,38.85,20,165.29,49.71,469.64,128.73,1294.4,163.4,389.06,20,707.6,497.43,291.6,193.2,676.18,257.35,286.07,209.53,978.03,308.86,430.13,334.28,63.3,42.29,20,20,20,20,38.75,25.17,20,20,88.9,20,20,20,20,20,20,20.61,49.14,20,20,52.5,65.54,82.29,20,88.9,20,320.78,579.25,150.11,446.05,194.62,25.22,151.42,20,435.83,292.49,210.48,276.67,437.42,20,565.69,387.82,111.16,124.32,127.6,190.04,246.53,408.11,179.65,1077.36,284.13,357.17,112.28,280.91,386.23,141.76,395.2,513.88,351.68,307.5,543.46,476.22,106.99,434.4,420.25,141.85,312.16,181.16,301.05,596.91,215.1,738.86,540.77,541.2,725.04,369.17,0
384.87,405.56,82.29,97.11,197.23,20,194.27,103.74,61.82,102.98,156.49,153.59,51.94,107.82,147.17,203.5,79.43,141.39,99.88,125.92,114.64,120.97,43.13,141.97,33.88,105.03,20,47.33,94.14,80.75,76.65,97.8,57.6,107.22,20,44.58,52.75,126.09,83.19,57.98,36,59.16,46.94,62.82,57.65,20,100.7,113.74,45.3,97.6,61.8,52.75,31.29,98.86,83.63,185.66,42.29,20,73.72,150.36,20,128.24,131.48,53.11,43.36,119.48,20,96.1,101,226.64,294.44,20,134.44,152.18,92.56,35.53,104.26,113.45,153.37,59.75,302.06,83.92,205.59,295.63,185.87,231.6,224.02,154.28,408.34,352.74,190.58,198.9,102.72,144.82,53.86,61.62,276.35,146.35,229.76,305.53,296.08,199.05,189.27,1
256.94,136.93,110.04,235.83,83.67,20,20,20,242.95,122.01,246.65,187.36,416.56,340.14,207.6,195.27,88.84,53.97,120.85,281.65,324.64,159.85,190.86,82.36,486.59,193.9,41.24,20,20,20,20,20,20,41.02,20,20,20,20,32.87,20,31,20,42.94,20,20,20,20,20,20,20,20,20,229.47,252.19,276.72,452.3,441.01,531.3,20,122.83,124.6,377.72,81.93,179.99,258.09,378.18,367.91,748.97,243.4,235.27,496.19,143.55,117.26,123.77,619.53,284.28,263.13,384.53,88.52,114.34,226.54,344.78,736.94,20,518.85,47.65,20,448.9,35,20,667.95,296.83,405.01,544.07,66.59,424.29,138.17,193.49,304.12,95.66,795.94,500.03,1059.73,1
134.38,115.13,38.66,39.48,135.47,190.78,96.6,83.21,131.24,179.1,137.83,180.83,56.02,405.6,120.86,35.97,22.99,166.21,58.93,98.3,129.64,32.4,104.6,99.7,130.37,107.05,26.85,21.15,20,31.46,20,20,45.03,41.96,37.28,20,37.12,80.16,53.41,20,33,59.16,52.93,20,20,20,20,20,26.99,20,51.5,37.12,20,91.8,71.24,26.66,79.54,20,97,50.83,20,104.2,56.21,43.28,51.62,166.87,39.56,50.53,70.7,70.15,20,42.87,20,21.31,85.2,38.5,56.6,38.15,68.96,58.72,115.79,54.6,20,142.68,107.35,122.95,119.41,81.62,106.06,189.61,111.17,56.1,84.13,51.86,38.19,65.66,93.96,20,57.2,70.28,52.87,45.2,38.42,1
32.25,59.31,34.7,36.28,20,32.89,28.98,20,20,41.42,27.98,20,49.91,429.99,20,20,20,20,22.97,20,20,20,20,20,20,29.29,20,20,24.26,23.07,20,20,28.28,35.43,20,68.81,20.51,20,20,20,20,20,28.96,20,20,20,20,21,20,20,20,20.51,20,37.32,20,47.4,20,20,20,20,20,20,36.2,20,20,54.31,20,20,20,20,62.16,42.87,20,20,20,20,23.83,47.19,35,20,20,20,20,34.9,55.66,50.51,20,20,20,33.9,32.7,30.6,20,20,39.17,20,85.67,20,34.32,20,20,20,20,2
213.3975,153.4875,190.0975,155.2625,102.6225,367.585,158.85,209.375,179.2325,149.72,132.2125,172.1125,128.8375,381.2125,88.6975,141.83,122.2825,145.31,146.0775,163.1925,122.945,125.555,95.8475,173.9375,132.6825,133.055,72.0975,61.895,103.025,77.8825,68.5075,93.01,100.56,89.38,55.625,72.3575,92.1875,169.7725,81.1225,80.975,49.5,84.285,95.13,84.01,99.5025,103.5475,96.0525,118.1175,97.585,91.595,80.4475,92.1875,161.1975,99.3175,64.1125,114.8,90.8375,83.4425,157.87,70.3875,120.455,99.43,139.0975,129.17,78.555,179.4625,81.1525,76.8275,111.6,128.1575,167.395,106.1875,66.915,87.7575,102.03,73.6025,106.9925,108.6625,140.76,80.7125,199.105,179.2125,165.4575,172.45,95.42,161.7825,240.9275,83.385,257.2,288.39,118.9725,83.54,133.8875,88.1775,165.985,172.4425,86.3575,117.55,73.16,130.675,79.98,121.4025,136.18,0
238.66,272.555,281.555,287.585,202.21,397.045,220.03,204.24,205.535,187.425,361.17,225.49,535.215,472.715,348.44,313.98,248.745,284.4,397.02,248.515,161.25,238.15,279.82,240.04,201.205,225.21,171.185,182.77,292.13,192.955,212.705,233.415,233.53,162.235,211.44,105.155,159.235,175.175,250.6,183.94,202.5,129.96,133.325,172.74,111.04,267.215,198.1,155.74,240.465,242.085,187.46,159.235,393.755,209.315,219.93,385.145,281.925,161.045,338.05,286.96,120.76,269.51,183.88,353.58,170.855,333.74,210.655,186.255,314.095,395.535,213.74,202.375,249.175,315.01,211.945,208.77,215.475,137.045,190.13,246.715,240.135,199.685,242.675,239.935,230.6,214.92,198.13,243.86,196.215,238.34,158.815,335.08,261.69,326.345,253.63,347.01,221.54,348.675,304.12,385.085,289.825,340.885,381.82,2
